QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NP_414610.1	COG4143	226624	0.0	69.745	TbpA	ABC-type thiamine transport system, periplasmic component TbpA	H	Coenzyme transport and metabolism
NP_414611.1	COG4533	226909	0.0	55.556	SgrR	DNA-binding transcriptional regulator SgrR of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain	K	Transcription
YP_025293.1	COG2814	225371	4.34e-08	22.102	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NP_414613.1	COG0066	223144	3.27e-112	60.302	LeuD	3-isopropylmalate dehydratase small subunit	E	Amino acid transport and metabolism
NP_414614.1	COG0065	223143	0.0	61.489	LeuC	Homoaconitase/3-isopropylmalate dehydratase large subunit	E	Amino acid transport and metabolism
NP_414615.4	COG0473	223549	0.0	55.068	LeuB	Isocitrate/isopropylmalate dehydrogenase	C	Energy production and conversion
NP_414616.1	COG0119	223197	1.55e-177	51.691	LeuA	Isopropylmalate/homocitrate/citramalate synthases	E	Amino acid transport and metabolism
NP_414618.4	COG0583	223656	2.73e-41	22.483	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
YP_025294.2	COG0028	223107	0.0	50.707	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	Amino acid transport and metabolism
NP_414620.1	COG0440	223517	1.01e-76	58.025	IlvH	Acetolactate synthase, small subunit	E	Amino acid transport and metabolism
NP_414622.1	COG1609	224525	3.28e-88	30.723	PurR	DNA-binding transcriptional regulator, LacI/PurR family	K	Transcription
NP_414623.1	COG2001	224912	5.1e-71	55.921	MraZ	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	J	Translation, ribosomal structure and biogenesis
NP_414624.1	COG0275	223352	1.06e-179	59.434	RmsH	16S rRNA C1402 N4-methylase RsmH	J	Translation, ribosomal structure and biogenesis
NP_414625.1	COG3116	225658	2.91e-52	70.476	FtsL	Cell division protein FtsL, interacts with FtsB and FtsQ	D	Cell cycle control, cell division, chromosome partitioning
NP_414626.1	COG0768	223839	0.0	39.203	FtsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	D	Cell cycle control, cell division, chromosome partitioning
NP_414627.1	COG0769	223840	0.0	47.485	MurE	UDP-N-acetylmuramyl tripeptide synthase	M	Cell wall/membrane/envelope biogenesis
NP_414628.1	COG0770	223841	0.0	52.863	MurF	UDP-N-acetylmuramyl pentapeptide synthase	M	Cell wall/membrane/envelope biogenesis
NP_414629.1	COG0472	223548	1.02e-89	47.55	Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	M	Cell wall/membrane/envelope biogenesis
NP_414630.1	COG0771	223842	0.0	51.542	MurD	UDP-N-acetylmuramoylalanine-D-glutamate ligase	M	Cell wall/membrane/envelope biogenesis
NP_414631.1	COG0772	223843	6.29e-128	46.9	FtsW	Peptodoglycan polymerase FtsW/RodA/SpoVE	D	Cell cycle control, cell division, chromosome partitioning
NP_414632.1	COG0707	223779	4.05e-157	46.648	MurG	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	M	Cell wall/membrane/envelope biogenesis
NP_414633.1	COG0773	223844	0.0	55.556	MurC	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family	M	Cell wall/membrane/envelope biogenesis
NP_414634.1	COG1181	224102	2.08e-131	50.0	DdlA	D-alanine-D-alanine ligase or related ATP-grasp enzyme	M	Cell wall/membrane/envelope biogenesis
NP_414635.1	COG1589	224505	1.75e-79	39.405	FtsQ	Cell division septal protein FtsQ	D	Cell cycle control, cell division, chromosome partitioning
NP_414636.1	COG0849	223918	0.0	50.952	FtsA	Cell division ATPase FtsA	D	Cell cycle control, cell division, chromosome partitioning
NP_414637.1	COG0206	223284	1.18e-125	57.143	FtsZ	Cell division GTPase FtsZ	D	Cell cycle control, cell division, chromosome partitioning
NP_414638.1	COG0774	223845	0.0	72.517	LpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	M	Cell wall/membrane/envelope biogenesis
NP_414640.1	COG0653	223726	0.0	63.27	SecA	Preprotein translocase subunit SecA (ATPase, RNA helicase)	U	Intracellular trafficking, secretion, and vesicular transport
NP_414641.1	COG1051	223979	5.2e-18	29.365	YjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	F	Nucleotide transport and metabolism
NP_414643.1	COG3024	225568	4.34e-34	73.438	YacG	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family	L	Replication, recombination and repair
NP_414644.1	COG4582	226948	1.77e-155	90.164	ZapD	Cell division protein ZapD, interacts with FtsZ	D	Cell cycle control, cell division, chromosome partitioning
NP_414645.1	COG0237	223315	1.06e-82	46.269	CoaE	Dephospho-CoA kinase	H	Coenzyme transport and metabolism
NP_414646.1	COG0516	223590	1.33e-40	26.57	GuaB	IMP dehydrogenase/GMP reductase	F	Nucleotide transport and metabolism
NP_414648.1	COG1459	224376	8.08e-133	40.554	PulF	Type II secretory pathway, component PulF	N	Cell motility
NP_414649.1	COG2804	225363	0.0	46.764	PulE	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	N	Cell motility
NP_414650.1	COG4969	227304	2e-46	40.476	PilA	Type IV pilus assembly protein, major pilin PilA	N	Cell motility
NP_414651.1	COG0157	223235	1.66e-126	51.761	NadC	Nicotinate-nucleotide pyrophosphorylase	H	Coenzyme transport and metabolism
NP_414652.1	COG3023	225567	2.57e-92	57.865	AmpD	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	M	Cell wall/membrane/envelope biogenesis
NP_414653.1	COG3725	226248	2.34e-125	67.931	AmpE	Membrane protein AmpE required for beta-lactamase induction	V	Defense mechanisms
NP_414654.1	COG1113	224038	0.0	55.556	AnsP	L-asparagine transporter or related permease	E	Amino acid transport and metabolism
NP_414655.1	COG2186	225097	5.81e-68	43.46	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
NP_414656.1	COG2609	225329	0.0	78.628	AceE	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	C	Energy production and conversion
NP_414657.1	COG0508	223582	9.06e-142	43.224	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
NP_414658.1	COG1249	224169	0.0	53.173	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
NP_414659.1	COG3678	226203	3.52e-05	19.231	CpxP	Periplasmic chaperone Spy, Spy/CpxP family	O	Posttranslational modification, protein turnover, chaperones
NP_414660.1	COG1049	223978	0.0	87.224	AcnB	Aconitase B	C	Energy production and conversion
NP_414661.2	COG3112	225654	1.54e-70	81.818	YacL	Uncharacterized conserved protein YacL, UPF0231 family	S	Function unknown
NP_414662.1	COG1586	224502	4.85e-56	44.444	SpeD	S-adenosylmethionine decarboxylase	E	Amino acid transport and metabolism
NP_414663.1	COG0421	223498	2.31e-135	54.804	SpeE	Spermidine synthase (polyamine aminopropyltransferase)	E	Amino acid transport and metabolism
NP_414665.1	COG2132	225043	1.43e-127	39.114	SufI	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	D	Cell cycle control, cell division, chromosome partitioning
NP_414666.1	COG4993	227326	0.0	67.092	Gcd	Glucose dehydrogenase, PQQ-dependent	G	Carbohydrate transport and metabolism
NP_414667.4	COG0634	223707	1.36e-99	62.147	HptA	Hypoxanthine-guanine phosphoribosyltransferase	F	Nucleotide transport and metabolism
NP_414668.1	COG0288	223365	3.26e-91	48.058	CynT	Carbonic anhydrase	P	Inorganic ion transport and metabolism
NP_414669.1	COG1131	224054	4.17e-106	37.624	CcmA	ABC-type multidrug transport system, ATPase component	V	Defense mechanisms
NP_414670.1	COG0842	223912	2.85e-17	29.151	YadH	ABC-type multidrug transport system, permease component	V	Defense mechanisms
NP_414671.1	COG2893	225446	8.21e-52	34.965	ManX	Phosphotransferase system, mannose/fructose-specific component IIA	G	Carbohydrate transport and metabolism
NP_414672.1	COG0726	223798	2.54e-29	27.5	CDA1	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	G	Carbohydrate transport and metabolism
NP_414673.1	COG0853	223922	2.44e-71	56.8	PanD	Aspartate 1-decarboxylase	H	Coenzyme transport and metabolism
NP_414674.1	COG5464	227751	8.53e-115	57.241	RpnC	Recombination-promoting DNA endonuclease RpnC/YadD	L	Replication, recombination and repair
NP_414675.1	COG0414	223491	4.11e-166	62.456	PanC	Panthothenate synthetase	H	Coenzyme transport and metabolism
NP_414676.1	COG0413	223490	3.09e-156	62.5	PanB	Ketopantoate hydroxymethyltransferase	H	Coenzyme transport and metabolism
NP_414677.1	COG3539	226069	1.17e-13	25.828	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414678.1	COG3539	226069	7.56e-10	26.344	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414679.1	COG3539	226069	6.69e-08	22.5	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414680.4	COG3539	226069	1.58e-12	20.312	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414681.1	COG3188	225729	0.0	40.711	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NP_414682.1	COG3121	225663	5.58e-90	39.919	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NP_414683.1	COG3539	226069	3.12e-19	24.103	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414684.1	COG0801	223872	2.45e-83	52.201	FolK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	H	Coenzyme transport and metabolism
NP_414685.4	COG0617	223690	6.76e-150	43.659	PcnB	tRNA nucleotidyltransferase/poly(A) polymerase	J	Translation, ribosomal structure and biogenesis
NP_414686.3	COG0008	223087	5.87e-116	35.625	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_414687.1	COG1734	224648	3.11e-46	54.167	DksA	RNA polymerase-binding transcription factor DksA	K	Transcription
NP_414688.1	COG1489	224406	7.14e-134	61.538	SfsA	DNA-binding protein, stimulates sugar fermentation	G	Carbohydrate transport and metabolism
NP_414689.4	COG1514	224431	1.26e-56	37.569	ThpR	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)	J	Translation, ribosomal structure and biogenesis
NP_414690.4	COG1643	224557	0.0	47.607	HrpA	HrpA-like RNA helicase	J	Translation, ribosomal structure and biogenesis
NP_414691.1	COG0744	223815	0.0	38.586	MrcB	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	M	Cell wall/membrane/envelope biogenesis
NP_414692.1	COG1629	224544	1.04e-94	31.646	CirA	Outer membrane receptor protein, Fe transport	P	Inorganic ion transport and metabolism
NP_414693.1	COG1120	224045	7.61e-132	49.219	FepC	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	P	Inorganic ion transport and metabolism
NP_414694.1	COG0614	223687	1.17e-43	25.098	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_414695.1	COG0609	223682	1.68e-61	38.226	FepD	ABC-type Fe3+-siderophore transport system, permease component	P	Inorganic ion transport and metabolism
NP_414696.1	COG0001	223080	0.0	67.213	HemL	Glutamate-1-semialdehyde aminotransferase	H	Coenzyme transport and metabolism
NP_414697.1	COG0038	223116	4.3e-99	40.826	ClcA	H+/Cl- antiporter ClcA	P	Inorganic ion transport and metabolism
NP_414698.1	COG0316	223393	6.27e-57	58.716	IscA	Fe-S cluster assembly iron-binding protein IscA	O	Posttranslational modification, protein turnover, chaperones
NP_414699.1	COG2860	225415	4.53e-75	54.589	YadS	Uncharacterized membrane protein YeiH	S	Function unknown
NP_414700.1	COG0614	223687	1.35e-47	32.824	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_414701.1	COG0775	223846	1.17e-86	56.034	MtnN	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	F	Nucleotide transport and metabolism
NP_414702.1	COG0232	223310	9.49e-164	35.812	Dgt	dGTP triphosphohydrolase	F	Nucleotide transport and metabolism
NP_414703.1	COG0265	223343	3.97e-111	46.703	DegQ	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	O	Posttranslational modification, protein turnover, chaperones
NP_414704.4	COG3835	226355	0.0	63.351	CdaR	Sugar diacid utilization regulator CdaR	K	Transcription
NP_414706.2	COG1408	224326	1.6e-69	32.028	YaeI	Predicted phosphohydrolase, MPP superfamily	R	General function prediction only
NP_414708.1	COG2171	225082	3.28e-116	55.0	DapD	Tetrahydrodipicolinate N-succinyltransferase	E	Amino acid transport and metabolism
NP_414709.1	COG2844	225400	0.0	62.069	GlnD	UTP:GlnB (protein PII) uridylyltransferase	O	Posttranslational modification, protein turnover, chaperones
NP_414710.1	COG0024	223103	3.12e-144	54.297	Map	Methionine aminopeptidase	J	Translation, ribosomal structure and biogenesis
NP_414711.1	COG0052	223130	9.38e-146	63.265	RpsB	Ribosomal protein S2	J	Translation, ribosomal structure and biogenesis
NP_414712.1	COG0264	223342	3.39e-138	62.838	Tsf	Translation elongation factor EF-Ts	J	Translation, ribosomal structure and biogenesis
NP_414713.1	COG0528	223602	2.17e-135	62.185	PyrH	Uridylate kinase	F	Nucleotide transport and metabolism
NP_414714.1	COG0233	223311	9.81e-99	63.784	Frr	Ribosome recycling factor	J	Translation, ribosomal structure and biogenesis
NP_414715.1	COG0743	223814	0.0	63.568	Dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	I	Lipid transport and metabolism
NP_414716.1	COG0020	223099	2.83e-134	56.735	UppS	Undecaprenyl pyrophosphate synthase	I	Lipid transport and metabolism
NP_414717.2	COG0575	223648	1.51e-65	39.223	CdsA	CDP-diglyceride synthetase	I	Lipid transport and metabolism
NP_414718.1	COG0750	223821	9.28e-92	44.912	RseP	Membrane-associated protease RseP, regulator of RpoE activity	O	Posttranslational modification, protein turnover, chaperones
NP_414719.1	COG4775	227116	0.0	47.109	BamA	Outer membrane protein assembly factor BamA	M	Cell wall/membrane/envelope biogenesis
NP_414720.1	COG2825	225381	4.98e-34	47.02	HlpA	Periplasmic chaperone for outer membrane proteins, Skp family	M	Cell wall/membrane/envelope biogenesis
NP_414721.1	COG1044	223974	2.13e-158	59.292	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_414722.1	COG0764	223835	2.79e-70	59.864	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	I	Lipid transport and metabolism
NP_414723.1	COG1043	223973	4.91e-166	69.231	LpxA	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_414724.1	COG0763	223834	0.0	58.005	LpxB	Lipid A disaccharide synthetase	M	Cell wall/membrane/envelope biogenesis
NP_414725.1	COG0164	223242	7.35e-106	60.938	RnhB	Ribonuclease HII	L	Replication, recombination and repair
NP_414726.1	COG0587	223660	0.0	52.835	DnaE	DNA polymerase III, alpha subunit	L	Replication, recombination and repair
NP_414727.1	COG0825	223895	0.0	68.139	AccA	Acetyl-CoA carboxylase alpha subunit	I	Lipid transport and metabolism
NP_414728.1	COG1982	224893	0.0	45.5	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
NP_414729.4	COG0346	223423	4.31e-15	26.241	GloA	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_414730.1	COG0037	223115	3.88e-72	33.555	TilS	tRNA(Ile)-lysidine synthase TilS/MesJ	J	Translation, ribosomal structure and biogenesis
NP_414731.2	COG4568	226934	9.39e-47	88.095	Rof	Transcriptional antiterminator Rof (Rho-off)	K	Transcription
NP_414732.1	COG4681	227026	1.26e-115	85.083	YaeQ	Uncharacterized conserved protein YaeQ, suppresses RfaH defect	S	Function unknown
NP_414733.1	COG1186	224107	1.25e-43	34.043	PrfB	Protein chain release factor PrfB	J	Translation, ribosomal structure and biogenesis
NP_414734.1	COG3015	225560	8.83e-89	63.596	CutF	Uncharacterized lipoprotein NlpE involved in copper resistance	M	Cell wall/membrane/envelope biogenesis
NP_414735.4	COG0791	223862	2.28e-05	32.787	NlpC	Cell wall-associated hydrolase, NlpC_P60 family	M	Cell wall/membrane/envelope biogenesis
NP_414736.1	COG0442	223519	0.0	48.168	ProS	Prolyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_414737.1	COG1720	224634	4.87e-79	59.355	TrmO	tRNA (Thr-GGU) A37 N6-methylase	J	Translation, ribosomal structure and biogenesis
NP_414739.1	COG1464	224381	5.27e-138	59.341	NlpA	ABC-type metal ion transport system, periplasmic component/surface antigen	P	Inorganic ion transport and metabolism
NP_414740.1	COG2011	224922	5.42e-91	62.212	MetP	ABC-type methionine transport system, permease component	E	Amino acid transport and metabolism
NP_414741.1	COG1135	224058	0.0	65.015	AbcC	ABC-type methionine transport system, ATPase component	E	Amino acid transport and metabolism
NP_414742.1	COG0241	223319	8.82e-86	51.852	HisB1/GmhB	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	E	Amino acid transport and metabolism
NP_414743.1	COG0656	223729	1.49e-123	46.442	ARA1	Aldo/keto reductase, related to diketogulonate reductase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_414744.1	COG0583	223656	2.44e-64	37.415	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_414745.1	COG3021	225565	7.67e-105	52.03	YafD	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	R	General function prediction only
NP_414746.1	COG2226	225136	9.49e-20	40.23	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	Coenzyme transport and metabolism
NP_414747.1	COG0741	223812	4.08e-20	25.795	MltE	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	M	Cell wall/membrane/envelope biogenesis
NP_414748.1	COG0491	223565	4.23e-34	30.556	GloB	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	R	General function prediction only
NP_414749.2	COG2226	225136	4.7e-08	26.316	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	Coenzyme transport and metabolism
NP_414750.1	COG0328	223405	6.22e-82	66.013	RnhA	Ribonuclease HI	L	Replication, recombination and repair
NP_414751.1	COG0847	223916	2.76e-74	38.525	DnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	L	Replication, recombination and repair
NP_414754.1	COG0388	223465	1.03e-65	33.459	Nit2	Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	C	Energy production and conversion
NP_414756.2	COG1960	224871	1.19e-59	26.992	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
NP_414757.1	COG0279	223356	7.31e-99	57.542	GmhA	Phosphoheptose isomerase	G	Carbohydrate transport and metabolism
NP_414758.1	COG0121	223199	1.38e-130	51.765	YafJ	Predicted glutamine amidotransferase YafJ	R	General function prediction only
NP_414759.1	COG3034	225577	6.46e-123	53.571	YafK	Murein L,D-transpeptidase YafK	M	Cell wall/membrane/envelope biogenesis
NP_414760.1	COG3041	225583	1.4e-42	53.261	YafQ	mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module	J	Translation, ribosomal structure and biogenesis
