WP_010874412.1	CDD:226643	43.939	132	74	0	318	449	134	265	4.12e-44	158
WP_010874412.1	CDD:224051	21.556	450	138	7	6	452	2	239	7.40e-43	150
WP_010874412.1	CDD:224059	19.258	431	128	6	6	427	1	220	2.07e-33	124
WP_010874412.1	CDD:226905	46.296	108	58	0	318	425	102	209	3.07e-32	122
WP_010874412.1	CDD:224047	43.307	127	72	0	316	442	106	232	3.16e-32	121
WP_010874412.1	CDD:224047	30.435	138	91	3	6	139	3	139	4.02e-22	92.3
WP_010874412.1	CDD:226360	40.909	132	77	1	319	450	101	231	4.86e-32	120
WP_010874412.1	CDD:226360	48.148	81	42	0	25	105	17	97	9.29e-23	94.3
WP_010874412.1	CDD:224058	33.121	157	105	0	318	474	111	267	6.16e-32	123
WP_010874412.1	CDD:224048	21.649	582	250	26	6	443	5	524	8.23e-32	126
WP_010874412.1	CDD:224052	39.416	137	75	4	318	450	114	246	1.03e-31	120
WP_010874412.1	CDD:224052	37.600	125	69	4	1	118	3	125	3.96e-28	110
WP_010874412.1	CDD:224054	27.568	185	126	1	318	502	106	282	1.98e-31	120
WP_010874412.1	CDD:224054	28.986	138	90	4	6	139	4	137	3.42e-25	102
WP_010874412.1	CDD:223521	35.878	131	81	1	314	441	116	246	4.02e-31	120
WP_010874412.1	CDD:225438	37.313	134	75	2	6	134	1	130	3.82e-30	115
WP_010874412.1	CDD:225438	36.893	103	60	3	327	427	116	215	5.40e-20	86.1
WP_010874412.1	CDD:226967	37.500	128	73	3	318	441	78	202	1.57e-29	114
WP_010874412.1	CDD:226967	37.805	82	43	1	6	79	4	85	1.45e-16	76.9
WP_010874412.1	CDD:224049	35.246	122	78	1	323	443	115	236	8.20e-29	111
WP_010874412.1	CDD:226641	36.296	135	79	3	314	444	391	522	7.52e-28	114
WP_010874412.1	CDD:226641	30.986	142	92	2	306	444	115	253	2.49e-21	94.6
WP_010874412.1	CDD:224045	35.345	116	75	0	321	436	111	226	2.06e-26	105
WP_010874412.1	CDD:224046	34.351	131	83	3	311	441	103	230	4.28e-26	104
WP_010874412.1	CDD:226164	20.046	439	139	6	7	438	4	237	6.50e-26	103
WP_010874412.1	CDD:226628	33.636	110	73	0	331	440	111	220	3.09e-24	101
WP_010874412.1	CDD:226628	33.884	121	67	3	25	139	16	129	1.07e-20	90.9
WP_010874412.1	CDD:226961	31.818	132	89	1	319	450	123	253	3.42e-23	96.3
WP_010874412.1	CDD:226635	34.091	132	85	2	318	449	111	240	5.72e-23	95.3
WP_010874412.1	CDD:223488	18.679	439	154	5	6	441	4	242	1.38e-22	94.2
WP_010874412.1	CDD:226637	34.848	132	79	3	316	443	116	244	1.34e-21	91.8
WP_010874412.1	CDD:226927	32.787	122	77	2	316	437	105	221	3.89e-20	87.1
WP_010874412.1	CDD:226620	35.870	92	56	1	18	106	13	104	4.23e-20	86.0
WP_010874412.1	CDD:226620	35.870	92	58	1	322	412	107	198	2.78e-17	78.0
WP_010874412.1	CDD:224044	30.435	115	78	2	318	431	142	255	5.73e-19	83.9
WP_010874412.1	CDD:224044	33.333	63	41	1	6	68	31	92	3.56e-08	51.9
WP_010874412.1	CDD:223487	29.915	117	75	3	6	116	3	118	1.57e-18	82.1
WP_010874412.1	CDD:223487	33.333	93	62	0	349	441	137	229	1.06e-15	73.7
WP_010874412.1	CDD:225183	37.000	100	59	3	7	103	472	570	2.40e-18	85.7
WP_010874412.1	CDD:225183	39.773	88	50	2	349	436	610	694	2.09e-17	82.7
WP_010874412.1	CDD:224060	31.159	138	76	3	7	141	5	126	7.87e-18	80.3
WP_010874412.1	CDD:224060	27.273	154	94	5	310	462	103	239	5.69e-17	77.6
WP_010874412.1	CDD:224055	18.707	433	140	9	7	437	329	551	9.74e-18	83.2
WP_010874412.1	CDD:227321	37.500	104	62	2	2	103	316	418	1.43e-17	82.7
WP_010874412.1	CDD:227321	31.933	119	68	4	329	437	427	542	1.25e-16	80.0
WP_010874412.1	CDD:224026	33.654	104	61	3	6	101	1	104	1.55e-17	79.7
WP_010874412.1	CDD:226592	37.374	99	62	0	343	441	146	244	1.65e-17	79.8
WP_010874412.1	CDD:226592	34.375	64	41	1	1	64	1	63	1.18e-05	44.0
WP_010874412.1	CDD:224042	35.354	99	54	3	349	443	150	242	1.95e-17	79.1
WP_010874412.1	CDD:224042	34.286	140	78	6	7	134	8	145	1.52e-16	76.8
WP_010874412.1	CDD:226963	35.537	121	77	1	319	439	107	226	5.71e-17	77.7
WP_010874412.1	CDD:226963	29.000	100	68	2	6	103	1	99	1.47e-07	50.0
WP_010874412.1	CDD:226647	36.842	95	59	1	333	427	131	224	7.02e-17	77.1
WP_010874412.1	CDD:226647	33.636	110	64	2	1	101	1	110	8.86e-15	70.9
WP_010874412.1	CDD:226929	31.967	122	72	3	324	437	111	229	1.42e-16	77.0
WP_010874412.1	CDD:226929	34.545	55	36	0	25	79	19	73	4.45e-09	54.7
WP_010874412.1	CDD:226364	34.545	110	60	4	4	106	2	106	2.52e-16	78.7
WP_010874412.1	CDD:226364	25.000	116	72	3	317	425	109	216	1.83e-10	60.3
WP_010874412.1	CDD:226364	28.000	75	53	1	6	79	257	331	1.35e-06	47.9
WP_010874412.1	CDD:226631	30.714	140	89	5	7	144	3	136	7.43e-16	75.5
WP_010874412.1	CDD:226631	29.286	140	83	2	312	436	79	217	3.59e-13	67.4
WP_010874412.1	CDD:224053	26.866	134	79	5	313	436	364	488	1.11e-15	76.8
WP_010874412.1	CDD:224053	27.358	106	72	2	322	425	119	221	7.00e-15	74.1
WP_010874412.1	CDD:224053	25.735	136	76	8	22	139	274	402	7.51e-05	42.5
WP_010874412.1	CDD:224057	30.894	123	78	3	320	439	119	237	3.51e-15	72.6
WP_010874412.1	CDD:224057	42.105	57	33	0	12	68	32	88	1.28e-11	61.9
WP_010874412.1	CDD:223562	17.286	538	301	22	5	425	2	512	3.98e-15	75.0
WP_010874412.1	CDD:223562	39.683	63	38	0	4	66	319	381	1.07e-11	64.2
WP_010874412.1	CDD:226970	35.294	85	55	0	343	427	128	212	4.13e-14	68.7
WP_010874412.1	CDD:226970	33.333	93	59	2	23	113	19	110	9.56e-13	64.9
WP_010874412.1	CDD:226969	31.429	105	62	3	349	453	473	567	1.46e-13	70.4
WP_010874412.1	CDD:226969	32.967	91	38	3	23	101	352	431	1.65e-09	57.3
WP_010874412.1	CDD:227320	29.496	139	83	5	6	141	336	462	6.35e-13	68.1
WP_010874412.1	CDD:227320	34.831	89	53	3	347	434	473	557	1.52e-12	67.0
WP_010874412.1	CDD:226968	32.990	97	63	1	7	101	323	419	6.68e-13	67.9
WP_010874412.1	CDD:226968	23.179	151	101	4	284	427	384	526	2.91e-07	50.2
WP_010874412.1	CDD:227019	27.941	136	88	4	322	454	121	249	1.58e-12	64.7
WP_010874412.1	CDD:227019	29.524	105	69	3	6	106	5	108	1.83e-12	64.7
WP_010874412.1	CDD:223473	31.579	76	50	1	6	79	3	78	1.60e-12	64.5
WP_010874412.1	CDD:223473	28.440	109	74	3	328	433	122	229	8.92e-08	50.7
WP_010874412.1	CDD:226617	37.179	78	48	1	331	408	113	189	7.80e-12	61.9
WP_010874412.1	CDD:226617	37.255	51	32	0	18	68	13	63	1.69e-08	51.9
WP_010874412.1	CDD:227590	39.759	83	47	2	23	103	279	360	1.17e-11	63.9
WP_010874412.1	CDD:227590	43.038	79	36	3	349	420	400	476	1.93e-11	63.1
WP_010874412.1	CDD:226622	28.395	162	88	7	298	436	63	219	1.55e-11	61.8
WP_010874412.1	CDD:226622	25.000	112	66	5	26	123	18	125	7.22e-05	41.8
WP_010874412.1	CDD:226952	21.084	166	115	2	323	480	131	288	2.19e-11	62.4
WP_010874412.1	CDD:226952	49.020	51	26	0	20	70	37	87	3.23e-11	61.6
WP_010874412.1	CDD:227118	34.091	88	49	2	345	424	141	227	7.12e-11	59.7
WP_010874412.1	CDD:227118	32.836	67	39	2	6	66	4	70	3.73e-07	48.6
WP_010874412.1	CDD:226639	26.016	123	85	2	333	449	137	259	1.79e-10	59.5
WP_010874412.1	CDD:224166	37.079	89	55	1	320	408	185	272	5.78e-10	58.8
WP_010874412.1	CDD:224166	36.709	79	50	0	343	421	450	528	2.12e-09	56.9
WP_010874412.1	CDD:224166	40.625	64	36	1	2	65	338	399	2.00e-07	50.8
WP_010874412.1	CDD:224166	44.118	34	19	0	30	63	97	130	0.003	37.3
WP_010874412.1	CDD:226646	31.868	91	51	3	334	420	501	584	3.64e-09	56.2
WP_010874412.1	CDD:226646	38.889	54	33	0	2	55	388	441	2.36e-07	50.4
WP_010874412.1	CDD:225265	37.037	54	26	1	21	66	397	450	1.16e-06	48.3
WP_010874412.1	CDD:225265	35.385	65	42	0	346	410	505	569	2.04e-05	44.1
WP_010874412.1	CDD:223496	17.333	300	203	7	119	410	622	884	7.98e-05	42.4
WP_010874412.1	CDD:223256	28.571	105	59	6	349	442	482	581	1.43e-04	41.8
WP_010874412.1	CDD:224117	16.901	284	216	8	123	397	189	461	1.76e-04	41.6
WP_010874412.1	CDD:224117	19.106	246	167	8	116	360	740	954	6.98e-04	39.3
WP_010874412.1	CDD:224117	15.566	212	149	5	118	329	812	993	0.008	35.8
WP_010874412.1	CDD:226809	21.698	106	80	2	120	222	178	283	2.07e-04	40.8
WP_010874412.1	CDD:226809	18.227	203	136	7	103	294	68	251	0.001	38.1
WP_010874412.1	CDD:226809	19.162	167	113	7	116	270	141	297	0.006	36.2
WP_010874412.1	CDD:225586	23.301	103	67	1	334	424	306	408	3.61e-04	40.3
WP_010874412.1	CDD:224337	42.500	40	23	0	27	66	197	236	8.00e-04	38.9
WP_010874416.1	CDD:223607	37.539	317	181	6	5	310	1	311	1.23e-142	403
WP_010874417.1	CDD:223270	46.292	391	191	8	7	381	1	388	0.0	583
WP_010874420.1	CDD:223351	48.444	225	113	3	1	222	4	228	4.99e-111	314
WP_010874422.1	CDD:223372	39.552	134	78	3	1	133	1	132	8.06e-57	170
WP_010874425.1	CDD:223762	30.000	70	49	0	53	122	4	73	2.17e-14	60.5
WP_010874429.1	CDD:224572	40.157	127	72	2	1	123	1	127	1.18e-42	136
WP_010874429.1	CDD:223435	23.636	165	106	7	3	150	241	402	9.19e-05	39.0
WP_010874431.1	CDD:223763	41.497	147	86	0	1	147	5	151	2.20e-67	198
WP_010874438.1	CDD:224059	44.344	221	120	2	231	448	1	221	5.66e-104	306
WP_010874438.1	CDD:224051	41.176	221	118	6	231	447	2	214	7.83e-64	203
WP_010874438.1	CDD:226647	38.393	224	136	1	228	449	3	226	6.08e-63	201
WP_010874438.1	CDD:224041	36.842	228	120	8	230	454	2	208	1.04e-62	201
WP_010874438.1	CDD:224054	35.135	222	133	5	231	449	4	217	1.32e-59	194
WP_010874438.1	CDD:224058	38.462	221	131	4	231	447	1	220	1.49e-59	195
WP_010874438.1	CDD:226359	35.111	225	127	6	230	448	2	213	1.08e-58	193
WP_010874438.1	CDD:226361	33.480	227	129	7	230	448	4	216	2.72e-56	187
WP_010874438.1	CDD:224050	36.771	223	128	6	231	448	1	215	1.09e-55	184
WP_010874438.1	CDD:225438	36.364	220	132	6	231	447	1	215	1.17e-54	179
WP_010874438.1	CDD:226164	35.345	232	131	6	229	447	1	226	5.77e-52	173
WP_010874438.1	CDD:224047	34.821	224	134	8	231	449	3	219	2.19e-51	171
WP_010874438.1	CDD:224049	28.959	221	150	4	232	448	4	221	6.76e-50	167
WP_010874438.1	CDD:224043	36.765	204	121	5	249	447	16	216	9.37e-49	167
WP_010874438.1	CDD:224052	33.610	241	144	7	227	456	4	239	1.15e-48	165
WP_010874438.1	CDD:226643	32.453	265	140	7	231	461	4	263	2.09e-47	165
WP_010874438.1	CDD:224045	32.922	243	133	10	230	459	1	226	3.15e-47	161
WP_010874438.1	CDD:224048	33.333	207	125	9	250	447	306	508	5.80e-46	164
WP_010874438.1	CDD:224048	27.049	244	160	8	229	454	3	246	1.11e-44	161
WP_010874438.1	CDD:223521	29.487	234	146	8	231	447	1	232	8.98e-45	156
WP_010874438.1	CDD:224046	31.557	244	139	11	231	459	4	234	2.62e-44	153
WP_010874438.1	CDD:226961	38.362	232	121	8	232	448	7	231	5.47e-44	152
WP_010874438.1	CDD:226360	34.545	220	122	9	255	463	19	227	9.08e-43	148
WP_010874438.1	CDD:226628	32.995	197	127	2	254	449	17	209	2.56e-42	150
WP_010874438.1	CDD:226905	36.757	185	100	4	249	428	19	191	1.13e-39	141
WP_010874438.1	CDD:223488	30.488	246	141	7	231	454	4	241	1.23e-37	135
WP_010874438.1	CDD:226635	35.111	225	129	8	232	447	3	219	5.07e-36	130
WP_010874438.1	CDD:225183	32.328	232	125	10	232	448	472	686	9.77e-36	137
WP_010874438.1	CDD:223487	27.982	218	137	9	250	454	18	228	5.48e-35	127
WP_010874438.1	CDD:226967	27.632	228	115	8	229	447	2	188	8.84e-35	128
WP_010874438.1	CDD:227321	28.846	208	127	6	250	447	336	532	9.45e-35	133
WP_010874438.1	CDD:224042	30.769	260	139	13	227	461	3	246	7.29e-34	124
WP_010874438.1	CDD:224053	24.696	247	169	7	224	462	1	238	2.09e-33	129
WP_010874438.1	CDD:224053	23.864	264	160	17	218	449	227	481	1.69e-17	81.8
WP_010874438.1	CDD:224055	29.412	272	153	13	189	447	296	541	9.67e-33	127
WP_010874438.1	CDD:224044	30.667	225	135	9	217	429	17	232	1.30e-32	121
WP_010874438.1	CDD:226929	30.328	244	139	9	231	459	1	228	1.83e-32	121
WP_010874438.1	CDD:226641	32.258	248	146	9	228	454	3	249	1.46e-31	124
WP_010874438.1	CDD:226641	29.615	260	160	11	216	454	261	518	6.22e-30	119
WP_010874438.1	CDD:224026	29.577	213	131	6	231	429	1	208	8.34e-30	114
WP_010874438.1	CDD:226364	29.362	235	130	13	229	446	2	217	5.94e-29	116
WP_010874438.1	CDD:226364	24.900	249	162	10	217	449	244	483	7.73e-23	98.0
WP_010874438.1	CDD:226927	27.928	222	141	7	231	447	4	211	7.42e-29	110
WP_010874438.1	CDD:226969	30.085	236	142	8	225	449	328	551	8.60e-29	116
WP_010874438.1	CDD:227019	30.144	209	121	7	265	454	35	237	1.13e-28	110
WP_010874438.1	CDD:223562	25.097	259	133	9	230	453	2	234	3.54e-28	114
WP_010874438.1	CDD:223562	26.210	248	142	14	205	445	299	512	9.76e-25	103
WP_010874438.1	CDD:227320	30.159	252	137	12	217	447	317	550	6.42e-28	113
WP_010874438.1	CDD:224060	33.750	160	91	5	250	401	19	171	1.07e-25	102
WP_010874438.1	CDD:226970	28.509	228	142	12	231	451	3	216	1.95e-25	101
WP_010874438.1	CDD:226963	28.194	227	140	6	231	447	1	214	4.80e-24	97.8
WP_010874438.1	CDD:226617	33.333	159	94	6	248	403	15	164	8.18e-24	96.2
WP_010874438.1	CDD:226952	28.358	201	133	7	252	447	41	235	2.13e-22	94.8
WP_010874438.1	CDD:226637	28.972	214	130	9	246	447	25	228	2.32e-22	93.3
WP_010874438.1	CDD:227118	29.469	207	116	7	232	418	5	201	2.06e-21	89.8
WP_010874438.1	CDD:226631	24.091	220	151	5	230	446	1	207	5.83e-21	90.1
WP_010874438.1	CDD:226620	26.923	182	115	5	231	406	2	171	8.27e-21	87.6
WP_010874438.1	CDD:223473	25.424	236	146	13	229	447	1	223	2.36e-20	87.2
WP_010874438.1	CDD:226592	32.212	208	101	7	266	447	37	230	1.95e-19	84.8
WP_010874438.1	CDD:224057	26.570	207	120	10	250	447	42	225	4.49e-19	83.4
WP_010874438.1	CDD:226646	26.667	225	134	10	227	444	388	588	7.39e-18	83.1
WP_010874438.1	CDD:227590	26.923	234	132	9	229	447	266	475	1.67e-16	78.6
WP_010874438.1	CDD:225265	24.542	273	174	8	184	446	336	586	4.24e-16	77.6
WP_010874438.1	CDD:226968	22.222	243	160	11	214	447	304	526	4.45e-15	74.5
WP_010874438.1	CDD:224166	28.646	192	89	10	264	444	370	524	2.16e-12	66.2
WP_010874438.1	CDD:224166	29.648	199	95	10	266	439	105	283	2.72e-12	65.8
WP_010874438.1	CDD:226622	27.854	219	133	10	243	449	7	212	8.70e-12	62.2
WP_010874438.1	CDD:226639	27.391	230	116	11	246	439	15	229	1.69e-11	62.2
WP_010874438.1	CDD:223496	28.395	81	49	2	370	442	816	895	0.001	38.6
WP_010874438.1	CDD:223256	51.852	27	13	0	251	277	16	42	0.001	38.7
WP_010874438.1	CDD:223256	48.276	29	15	0	251	279	617	645	0.003	36.8
WP_010874438.1	CDD:223703	31.579	57	36	1	228	284	113	166	0.005	35.8
WP_010874438.1	CDD:224025	39.394	33	19	1	264	295	8	40	0.005	35.3
WP_010874438.1	CDD:224084	29.412	68	44	3	220	283	119	186	0.009	35.0
WP_010874462.1	CDD:223095	35.260	346	203	7	1	338	3	335	8.27e-129	369
WP_010874462.1	CDD:224935	23.164	177	112	8	163	328	185	348	2.96e-04	39.4
WP_010874474.1	CDD:223369	57.895	114	48	0	1	114	2	115	4.63e-56	167
WP_010874475.1	CDD:223969	39.224	232	132	3	1	232	75	297	7.63e-82	244
WP_010874481.1	CDD:224338	33.046	348	226	5	1	344	1	345	8.22e-121	349
WP_010874483.1	CDD:223695	30.814	172	102	5	1	159	1	168	2.66e-48	151
WP_010874483.1	CDD:224325	21.477	149	59	6	3	109	21	153	0.007	32.7
WP_010874490.1	CDD:224442	15.830	259	150	5	7	264	1	192	7.02e-20	82.6
WP_010874492.1	CDD:224096	29.795	292	198	5	25	314	8	294	3.70e-51	168
WP_010874492.1	CDD:226666	30.047	213	135	5	27	232	20	225	4.37e-23	94.3
WP_010874492.1	CDD:224099	24.424	217	147	5	88	303	58	258	4.80e-16	75.8
WP_010874492.1	CDD:224099	21.033	271	182	5	28	298	285	523	7.41e-14	69.2
WP_010874492.1	CDD:224097	22.439	205	148	5	28	232	15	208	1.81e-13	66.9
WP_010874492.1	CDD:224098	22.053	263	175	6	36	297	16	249	5.02e-12	62.2
WP_010874492.1	CDD:223472	17.734	203	140	5	36	232	17	198	7.17e-12	61.8
WP_010874492.1	CDD:223629	18.151	292	206	8	29	319	12	271	1.80e-11	60.7
WP_010874492.1	CDD:226665	23.077	208	137	5	25	231	16	201	3.15e-07	48.2
WP_010874492.1	CDD:226354	21.765	170	104	4	68	232	53	198	1.74e-04	39.5
WP_010874492.1	CDD:226629	19.737	152	100	6	86	232	11	145	0.004	35.3
WP_010874493.1	CDD:223472	28.777	278	182	5	34	308	9	273	7.08e-53	172
WP_010874493.1	CDD:226354	20.430	279	196	8	33	304	10	269	2.97e-17	77.3
WP_010874493.1	CDD:224096	19.742	233	164	4	27	242	4	230	3.76e-06	44.5
WP_010874493.1	CDD:223629	18.750	208	153	3	36	234	3	203	0.001	37.2
WP_010874493.1	CDD:224099	20.168	238	154	7	27	248	1	218	0.006	34.9
WP_010874493.1	CDD:224097	22.648	287	172	10	46	305	17	280	0.010	34.1
WP_010874497.1	CDD:223691	32.628	331	209	7	6	324	1	329	5.45e-98	290
WP_010874497.1	CDD:226404	25.625	320	178	16	22	306	338	632	4.22e-13	67.0
WP_010874497.1	CDD:223681	20.492	122	74	6	14	130	29	132	0.005	35.5
WP_010874510.1	CDD:224037	18.005	822	597	21	182	987	1	761	2.90e-91	307
WP_010874510.1	CDD:223543	19.266	109	70	4	309	402	26	131	0.009	36.3
WP_010874513.1	CDD:223927	30.508	118	79	2	1	115	1	118	1.15e-32	108
WP_010874515.1	CDD:223274	34.495	287	161	8	5	265	19	304	1.01e-91	270
WP_010874516.1	CDD:224173	25.243	412	296	4	22	422	15	425	5.82e-100	301
WP_010874516.1	CDD:226911	25.836	329	218	8	22	334	14	332	2.34e-38	140
WP_010874516.1	CDD:226910	28.205	195	138	1	157	349	20	214	1.37e-27	108
WP_010874516.1	CDD:223591	25.620	121	82	4	206	322	1	117	3.88e-08	48.6
WP_010874516.1	CDD:223591	22.222	54	41	1	280	333	10	62	0.004	34.4
WP_010874516.1	CDD:226594	23.649	148	97	4	193	332	181	320	3.95e-06	45.8
WP_010874516.1	CDD:225979	28.000	100	62	3	234	325	274	371	0.002	37.1
WP_010874516.1	CDD:225321	22.430	107	80	2	223	328	189	293	0.007	35.0
WP_010874516.1	CDD:225457	19.380	129	94	4	216	341	100	221	0.007	35.4
WP_010874521.1	CDD:223129	44.554	101	56	0	7	107	1	101	2.61e-38	121
WP_010874524.1	CDD:223167	42.105	95	54	1	3	97	1	94	2.49e-24	90.0
WP_010874525.1	CDD:223168	55.282	284	118	6	1	284	1	275	1.91e-142	398
WP_010874526.1	CDD:223263	67.059	85	28	0	1	85	1	85	2.57e-50	150
WP_010874528.1	CDD:223170	41.880	234	133	3	12	244	1	232	1.67e-96	280
WP_010874529.1	CDD:223275	54.348	138	61	1	1	136	2	139	1.29e-68	200
WP_010874530.1	CDD:223333	48.529	68	35	0	1	68	2	69	2.98e-16	64.6
WP_010874532.1	CDD:223171	68.852	122	38	0	1	122	1	122	1.05e-67	197
WP_010874533.1	CDD:223276	36.937	111	61	4	1	111	2	103	1.71e-19	73.9
WP_010874535.1	CDD:223277	57.377	61	26	0	1	61	1	61	3.83e-25	85.0
WP_010874536.1	CDD:223174	54.135	133	59	1	10	142	2	132	8.19e-60	178
WP_010874538.1	CDD:223334	42.276	123	62	2	1	116	5	125	1.06e-31	105
WP_010874539.1	CDD:223176	47.753	178	92	1	43	219	1	178	1.79e-79	233
WP_010874542.1	CDD:223637	30.556	216	107	5	5	215	1	178	1.42e-45	146
WP_010874542.1	CDD:224027	45.946	37	20	0	11	47	7	43	2.19e-07	46.2
WP_010874542.1	CDD:223360	44.828	29	16	0	14	42	14	42	2.12e-04	37.9
WP_010874542.1	CDD:224985	39.394	33	20	0	11	43	96	128	4.07e-04	37.3
WP_010874542.1	CDD:223616	41.026	39	20	1	7	45	524	559	0.006	34.2
WP_010874542.1	CDD:223786	52.174	23	11	0	8	30	47	69	0.006	33.9
WP_010874543.1	CDD:223103	36.400	250	155	4	1	247	2	250	1.17e-98	285
WP_010874543.1	CDD:223085	26.070	257	141	12	5	248	155	375	1.59e-25	100
WP_010874544.1	CDD:223438	52.857	70	33	0	9	78	2	71	1.05e-26	90.0
WP_010874545.1	CDD:223335	68.421	38	11	1	1	37	1	38	3.25e-08	40.4
WP_010874546.1	CDD:223177	62.810	121	44	1	1	120	1	121	4.51e-62	182
WP_010874547.1	CDD:223178	57.025	121	52	0	1	121	8	128	4.81e-58	172
WP_010874550.1	CDD:224047	43.290	231	127	4	11	237	5	235	1.02e-101	293
WP_010874550.1	CDD:224045	31.897	232	143	5	11	232	4	230	4.07e-58	183
WP_010874550.1	CDD:226361	32.314	229	147	7	6	230	2	226	2.93e-55	179
WP_010874550.1	CDD:224054	30.040	253	169	6	23	270	19	268	3.21e-55	177
WP_010874550.1	CDD:224051	33.190	232	139	6	12	234	5	229	4.08e-55	175
WP_010874550.1	CDD:224050	31.304	230	145	5	12	233	4	228	4.64e-54	174
WP_010874550.1	CDD:226359	33.766	231	140	6	11	235	5	228	2.81e-53	173
WP_010874550.1	CDD:224041	30.932	236	151	5	8	241	2	227	3.15e-53	170
WP_010874550.1	CDD:223521	32.500	240	135	9	15	231	9	244	1.07e-52	171
WP_010874550.1	CDD:224059	34.529	223	127	6	11	219	3	220	1.17e-52	168
WP_010874550.1	CDD:224058	33.478	230	140	6	11	229	3	230	1.21e-52	172
WP_010874550.1	CDD:224048	34.222	225	127	7	21	231	303	520	1.42e-52	176
WP_010874550.1	CDD:224048	31.381	239	139	9	16	234	15	248	3.97e-46	159
WP_010874550.1	CDD:224052	32.636	239	147	7	3	231	2	236	1.04e-51	167
WP_010874550.1	CDD:224055	35.526	228	126	6	12	227	331	549	7.85e-51	172
WP_010874550.1	CDD:224046	32.468	231	138	6	11	231	6	228	1.39e-50	163
WP_010874550.1	CDD:224049	30.734	218	144	6	22	234	20	235	4.24e-48	157
WP_010874550.1	CDD:225183	34.746	236	132	6	1	223	463	689	1.18e-47	165
