QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
WP_010874550.1	COG1122	440739	1.81e-112	42.358	EcfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	P	Inorganic ion transport and metabolism
WP_010874551.1	COG1122	440739	6.02e-102	44.351	EcfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	P	Inorganic ion transport and metabolism
WP_010874552.1	COG0619	440384	4.47e-33	32.317	EcfT	ECF-type transporter transmembrane protein EcfT	H	Coenzyme transport and metabolism
WP_010874553.1	COG0101	439871	1.08e-93	36.585	TruA	tRNA U38,U39,U40 pseudouridine synthase TruA	J	Translation, ribosomal structure and biogenesis
WP_010874568.1	COG0556	440322	0.0	52.432	UvrB	Excinuclease UvrABC helicase subunit UvrB	L	Replication, recombination and repair
WP_010874572.1	COG0601	440366	5.11e-68	31.457	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	E	Amino acid transport and metabolism
WP_010874573.1	COG1173	440786	3e-43	30.045	DppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	E	Amino acid transport and metabolism
WP_010874576.1	COG0080	439850	2.99e-56	50.714	RplK	Ribosomal protein L11	J	Translation, ribosomal structure and biogenesis
WP_010874577.1	COG0081	439851	3.2e-115	51.786	RplA	Ribosomal protein L1	J	Translation, ribosomal structure and biogenesis
WP_010874578.1	COG0193	439963	1.99e-68	39.785	Pth	Peptidyl-tRNA hydrolase	J	Translation, ribosomal structure and biogenesis
WP_010874579.1	COG0037	439807	1.25e-43	29.082	TtcA	tRNA-C32 2-thiocytidine or tRNA(Ile)-C34 C2-lysylcytidine synthase TtcA/TilS/MesJ	J	Translation, ribosomal structure and biogenesis
WP_010874580.1	COG1493	441102	1.21e-52	41.667	HprK	Serine kinase of the HPr protein, regulates carbohydrate metabolism	T	Signal transduction mechanisms
WP_010874581.1	COG0682	440446	6.27e-38	22.491	Lgt	Prolipoprotein diacylglyceryltransferase	M	Cell wall/membrane/envelope biogenesis
WP_010874584.1	COG0480	440248	0.0	62.029	FusA	Translation elongation factor EF-G, a GTPase	J	Translation, ribosomal structure and biogenesis
WP_010874585.1	COG0360	440129	1.24e-21	31.915	RpsF	Ribosomal protein S6	J	Translation, ribosomal structure and biogenesis
WP_010874586.1	COG0629	440394	8.8e-16	33.613	Ssb	Single-stranded DNA-binding protein	L	Replication, recombination and repair
WP_010874587.1	COG0238	440008	4.97e-30	56.338	RpsR	Ribosomal protein S18	J	Translation, ribosomal structure and biogenesis
WP_010874588.1	COG0359	440128	6.87e-37	31.757	RplI	Ribosomal protein L9	J	Translation, ribosomal structure and biogenesis
WP_010874592.1	COG0692	440456	6.1e-67	33.186	Ung	Uracil-DNA glycosylase	L	Replication, recombination and repair
WP_010874594.1	COG0154	439924	8.15e-114	30.159	GatA	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	J	Translation, ribosomal structure and biogenesis
WP_010874596.1	COG2188	441791	1.62e-05	33.333	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
WP_010874598.1	COG1481	441090	3.21e-31	23.824	WhiA	DNA-binding transcriptional regulator WhiA, involved in cell division	K	Transcription
WP_010874601.1	COG1624	441231	1.31e-50	35.185	CdaA	c-di-AMP synthetase, contains the diadenylate cyclase (DAC) domain	T	Signal transduction mechanisms
WP_010874603.1	COG0194	439964	5.49e-96	46.448	Gmk	Guanylate kinase	F	Nucleotide transport and metabolism
WP_010874604.1	COG0631	440396	1.48e-50	27.642	PTC1	Serine/threonine protein phosphatase PrpC	T	Signal transduction mechanisms
WP_010874606.1	COG1162	440776	3.05e-62	32.765	RsgA	Ribosome biogenesis GTPase RsgA	J	Translation, ribosomal structure and biogenesis
WP_010874608.1	COG0036	439806	1.98e-39	29.016	Rpe	Pentose-5-phosphate-3-epimerase	G	Carbohydrate transport and metabolism
WP_010874614.1	COG1087	440704	2.09e-125	41.284	GalE	UDP-glucose 4-epimerase	M	Cell wall/membrane/envelope biogenesis
WP_010874617.1	COG1079	440697	7.12e-55	28.213	NupQ	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	F	Nucleotide transport and metabolism
WP_010874620.1	COG3118	442352	7.69e-35	39.56	CnoX	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	O	Posttranslational modification, protein turnover, chaperones
WP_010874623.1	COG1393	441003	5.5e-16	21.495	ArsC	Arsenate reductase or related protein, glutaredoxin family	P	Inorganic ion transport and metabolism
WP_010874624.1	COG0061	439831	4.76e-50	26.132	NadK	NAD kinase	H	Coenzyme transport and metabolism
WP_010874625.1	COG1264	440876	1.54e-16	36.111	PtsG2	Phosphotransferase system IIB components	G	Carbohydrate transport and metabolism
WP_010874632.1	COG0718	440482	3.31e-17	31.313	YbaB	DNA-binding nucleoid-associated protein YbaB/EfbC	K	Transcription
WP_010874634.1	COG1190	440803	0.0	50.0	LysU	Lysyl-tRNA synthetase, class II	J	Translation, ribosomal structure and biogenesis
WP_010874637.1	COG0595	440360	0.0	39.356	RnjA	mRNA degradation ribonuclease J1/J2	J	Translation, ribosomal structure and biogenesis
WP_010874644.1	COG4942	443969	0.002	19.481	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_010874650.1	COG0597	440362	1.4e-14	28.947	LspA	Lipoprotein signal peptidase	M	Cell wall/membrane/envelope biogenesis
WP_010874655.1	COG0736	440499	8.27e-19	37.097	AcpS	Phosphopantetheinyl transferase (holo-ACP synthase)	I	Lipid transport and metabolism
WP_010874656.1	COG0204	439974	1.1e-47	30.233	PlsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
WP_010874658.1	COG1386	440996	4.17e-60	39.429	ScpB	Chromosome segregation and condensation protein ScpB	K	Transcription
WP_010874659.1	COG0205	439975	9.96e-105	35.455	PfkA	6-phosphofructokinase	G	Carbohydrate transport and metabolism
WP_010874660.1	COG0469	440237	5.22e-144	35.579	PykF	Pyruvate kinase	G	Carbohydrate transport and metabolism
WP_010874663.1	COG0549	440315	1.82e-141	44.795	ArcC	Carbamate kinase	E	Amino acid transport and metabolism
WP_010874670.1	COG2001	441604	5.37e-51	38.889	MraZ	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	J	Translation, ribosomal structure and biogenesis
WP_010874676.1	COG0207	439977	0.0	58.362	ThyA	Thymidylate synthase	F	Nucleotide transport and metabolism
WP_010874677.1	COG0262	440032	1.92e-20	25.581	FolA	Dihydrofolate reductase	H	Coenzyme transport and metabolism
WP_010874678.1	COG0208	439978	8.58e-110	33.019	NrdB	Ribonucleotide reductase beta subunit, ferritin-like domain	F	Nucleotide transport and metabolism
WP_010874681.1	COG0261	440031	2.03e-34	45.918	RplU	Ribosomal protein L21	J	Translation, ribosomal structure and biogenesis
WP_010874684.1	COG0648	440413	4.77e-112	37.282	Nfo	Endonuclease IV	L	Replication, recombination and repair
WP_010874685.1	COG0735	440498	9.36e-09	19.388	Fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	P	Inorganic ion transport and metabolism
WP_010874697.1	COG0210	439980	4.82e-138	29.569	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
WP_010874704.1	COG0212	439982	3.08e-47	36.957	FAU1	5-formyltetrahydrofolate cyclo-ligase	H	Coenzyme transport and metabolism
WP_010874705.1	COG1692	441298	4.5e-124	43.382	YmdB	2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family	T	Signal transduction mechanisms
WP_010874706.1	COG0344	440113	2.26e-56	36.245	PlsY	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
WP_010874708.1	COG0568	440334	4.39e-117	48.718	RpoD	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	K	Transcription
WP_010874710.1	COG0423	440192	0.0	46.288	GRS1	Glycyl-tRNA synthetase, class II	J	Translation, ribosomal structure and biogenesis
WP_010874716.1	COG0254	440024	1.89e-21	38.028	RpmE	Ribosomal protein L31	J	Translation, ribosomal structure and biogenesis
WP_010874718.1	COG2890	442135	4.09e-43	30.808	HemK	Methylase of polypeptide chain release factors	J	Translation, ribosomal structure and biogenesis
WP_010874735.1	COG0258	440028	8.23e-110	39.175	ExoIX	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	L	Replication, recombination and repair
WP_010874736.1	COG0266	440036	4.52e-97	31.136	Nei	Formamidopyrimidine-DNA glycosylase	L	Replication, recombination and repair
WP_010874737.1	COG0561	440327	2.28e-41	24.126	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
WP_010874738.1	COG0237	440007	1.02e-30	27.108	CoaE	Dephospho-CoA kinase	H	Coenzyme transport and metabolism
WP_010874739.1	COG0561	440327	8.47e-48	25.279	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
WP_010874742.1	COG1428	441037	2.64e-25	27.027	Dck	Deoxyadenosine/deoxycytidine kinase	F	Nucleotide transport and metabolism
WP_010874743.1	COG1196	440809	9.19e-08	20.093	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_010874747.1	COG0508	440274	3.88e-26	50.0	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
WP_010874748.1	COG0022	439793	9.27e-154	45.758	AcoB	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	C	Energy production and conversion
WP_010874749.1	COG1071	440689	6.43e-132	37.607	AcoA	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	C	Energy production and conversion
WP_010874750.1	COG0446	440215	7.18e-82	30.24	Cdr	Coenzyme A disulfide reductase or related oxidoreductase, NAD(P)H-disulfide oxidoreductase family	H	Coenzyme transport and metabolism
WP_010874751.1	COG0503	440269	4.48e-56	47.17	Apt	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	F	Nucleotide transport and metabolism
WP_010874762.1	COG0236	440006	5.33e-08	25.926	AcpP	Acyl carrier protein	I	Lipid transport and metabolism
WP_010874766.1	COG4942	443969	0.000103	21.429	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_010874776.1	COG0584	440349	7.23e-57	30.396	UgpQ	Glycerophosphoryl diester phosphodiesterase	I	Lipid transport and metabolism
WP_010874777.1	COG2223	441825	1.05e-13	18.434	NarK	Nitrate/nitrite transporter NarK	P	Inorganic ion transport and metabolism
WP_010874778.1	COG0482	440250	4.96e-158	40.599	MnmA	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	J	Translation, ribosomal structure and biogenesis
WP_010874780.1	COG2739	442041	2.83e-23	40.476	YlxM	Predicted DNA-binding protein YlxM, UPF0122 family	K	Transcription
WP_010874781.1	COG0552	440318	1.2e-130	40.0	FtsY	Signal recognition particle GTPase FtsY	U	Intracellular trafficking, secretion, and vesicular transport
WP_010874786.1	COG0057	439827	0.0	57.44	GapA	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	G	Carbohydrate transport and metabolism
WP_010874787.1	COG0619	440384	7.75e-22	20.741	EcfT	ECF-type transporter transmembrane protein EcfT	H	Coenzyme transport and metabolism
WP_010874790.1	COG0443	440212	0.0	57.317	DnaK	Molecular chaperone DnaK (HSP70)	O	Posttranslational modification, protein turnover, chaperones
WP_010874802.1	COG0522	440288	8.25e-88	44.118	RpsD	Ribosomal protein S4 or related protein	J	Translation, ribosomal structure and biogenesis
WP_010874816.1	COG0168	439938	7.57e-62	23.063	TrkG	Trk-type K+ transport system, membrane component	P	Inorganic ion transport and metabolism
WP_010874817.1	COG0569	440335	2.09e-47	28.5	TrkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	P	Inorganic ion transport and metabolism
WP_010874827.1	COG0267	440037	3.59e-13	46.154	RpmG	Ribosomal protein L33	J	Translation, ribosomal structure and biogenesis
WP_010874828.1	COG1307	440918	7.5e-67	30.345	DegV	Fatty acid-binding protein DegV	I	Lipid transport and metabolism
WP_010874829.1	COG0596	440361	6.09e-27	20.763	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
WP_010874831.1	COG1160	440774	0.0	43.891	Der	Double Era-like domain GTPase Der	J	Translation, ribosomal structure and biogenesis
WP_010874832.1	COG0283	440052	6.69e-89	40.724	Cmk	Cytidylate kinase	F	Nucleotide transport and metabolism
WP_010874834.1	COG0217	439987	1.25e-48	33.333	TACO1	Transcriptional and/or translational regulatory protein YebC/TACO1	K	Transcription
WP_010874835.1	COG1182	440795	4.6e-37	28.372	AzoR	FMN-dependent NADH-azoreductase	C	Energy production and conversion
WP_010874837.1	COG0218	439988	5.61e-76	42.105	EngB	GTP-binding protein EngB required for normal cell division	D	Cell cycle control, cell division, chromosome partitioning
WP_010874839.1	COG0463	440231	3.48e-21	20.657	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
WP_010874844.1	COG0822	440584	4.15e-13	21.739	IscU	Fe-S cluster assembly scaffold protein IscU, NifU family	O	Posttranslational modification, protein turnover, chaperones
WP_010874846.1	COG0468	440236	4.79e-151	48.377	RecA	RecA/RadA recombinase	L	Replication, recombination and repair
WP_010874848.1	COG3623	442841	2.09e-154	48.582	SgaU	L-ribulose-5-phosphate 3-epimerase UlaE	G	Carbohydrate transport and metabolism
WP_010874850.1	COG1762	441368	8.83e-29	24.306	PtsN	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	G	Carbohydrate transport and metabolism
WP_010874852.1	COG3037	442271	2.87e-80	29.263	UlaA	Ascorbate-specific PTS system IIC component UlaA	G	Carbohydrate transport and metabolism
WP_010874860.1	COG4942	443969	0.01	20.29	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_010874862.1	COG1653	441259	2.06e-07	21.935	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_010874869.1	COG3505	442728	7.89e-13	25.0	VirD4	Type IV secretion/DNA transfer system ATPase VirD4/TraG/TraD	U	Intracellular trafficking, secretion, and vesicular transport
WP_010874873.1	COG0431	440200	3.9e-24	31.447	SsuE	NAD(P)H-dependent FMN reductase	C	Energy production and conversion
WP_010874877.1	COG0219	439989	8.91e-75	43.949	TrmL	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	J	Translation, ribosomal structure and biogenesis
WP_010874885.1	COG3331	442560	3.41e-29	32.402	YotM	Penicillin-binding protein-related factor A, putative recombinase	R	General function prediction only
WP_010874886.1	COG0776	440539	4.9e-06	25.0	HupA	DNA-binding chromatin protein HU or IHF, alpha or beta variants	B	Chromatin structure and dynamics
WP_010874892.1	COG0632	440397	3.53e-29	24.51	RuvA	Holliday junction resolvasome RuvABC DNA-binding subunit	L	Replication, recombination and repair
WP_010874895.1	COG0244	440014	5.83e-39	30.968	RplJ	Ribosomal protein L10	J	Translation, ribosomal structure and biogenesis
WP_010874902.1	COG0571	440336	2.48e-47	31.492	Rnc	dsRNA-specific ribonuclease	K	Transcription
WP_010874904.1	COG1461	441070	4.89e-178	31.383	FakA	Fatty acid kinase	I	Lipid transport and metabolism
WP_010874905.1	COG0564	440330	8.48e-45	34.483	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
WP_010874906.1	COG0618	440383	3.62e-63	29.137	NrnA	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	A	RNA processing and modification
WP_010874907.1	COG0301	440070	1.48e-114	36.788	ThiI	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	H	Coenzyme transport and metabolism
WP_010874910.1	COG0441	440210	0.0	35.702	ThrS	Threonyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_010874914.1	COG0445	440214	0.0	46.493	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	J	Translation, ribosomal structure and biogenesis
WP_010874915.1	COG0357	440126	1.25e-41	30.405	RsmG	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	J	Translation, ribosomal structure and biogenesis
WP_010874917.1	COG2235	441836	6.37e-154	33.654	ArcA	Arginine deiminase	E	Amino acid transport and metabolism
WP_010874918.1	COG0572	440337	4.37e-76	38.647	Udk	Uridine kinase	F	Nucleotide transport and metabolism
WP_010874920.1	COG0536	440302	5.55e-140	43.429	Obg	GTPase involved in cell partioning and DNA repair	D	Cell cycle control, cell division, chromosome partitioning
WP_010874925.1	COG1159	440773	2.29e-24	28.808	Era	GTPase Era, involved in 16S rRNA processing	J	Translation, ribosomal structure and biogenesis
WP_010874929.1	COG0260	440030	1.04e-152	40.688	PepB	Leucyl aminopeptidase	E	Amino acid transport and metabolism
WP_010874930.1	COG0459	440227	0.0	46.026	GroEL	Chaperonin GroEL (HSP60 family)	O	Posttranslational modification, protein turnover, chaperones
WP_010874931.1	COG0234	440004	2.18e-18	29.293	GroES	Co-chaperonin GroES (HSP10)	O	Posttranslational modification, protein turnover, chaperones
WP_010874936.1	COG3428	442654	0.006	16.129	YdbT	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain	S	Function unknown
WP_010874952.1	COG0698	440462	1.34e-72	49.655	RpiB	Ribose 5-phosphate isomerase RpiB	G	Carbohydrate transport and metabolism
WP_010874954.1	COG0355	440124	3.13e-17	17.692	AtpC	FoF1-type ATP synthase, epsilon subunit	C	Energy production and conversion
WP_010874955.1	COG0055	439825	0.0	74.082	AtpD	FoF1-type ATP synthase, beta subunit	C	Energy production and conversion
WP_010874956.1	COG0224	439994	1e-69	24.468	AtpG	FoF1-type ATP synthase, gamma subunit	C	Energy production and conversion
WP_010874959.1	COG0711	440475	3.04e-10	28.571	AtpF	FoF1-type ATP synthase, membrane subunit b or b'	C	Energy production and conversion
WP_010874960.1	COG0636	440401	3.65e-18	42.466	AtpE	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	C	Energy production and conversion
WP_010874961.1	COG0356	440125	1.37e-38	27.679	AtpB	FoF1-type ATP synthase, membrane subunit a	C	Energy production and conversion
WP_010874963.1	COG0148	439918	0.0	61.086	Eno	Enolase	G	Carbohydrate transport and metabolism
WP_010874964.1	COG0225	439995	2.61e-84	44.516	MsrA	Peptide methionine sulfoxide reductase MsrA	O	Posttranslational modification, protein turnover, chaperones
WP_010874965.1	COG0704	440468	3.67e-18	22.5	PhoU	Phosphate uptake regulator PhoU	P	Inorganic ion transport and metabolism
WP_010874966.1	COG1117	440734	5.2e-163	56.863	PstB	ABC-type phosphate transport system, ATPase component	P	Inorganic ion transport and metabolism
WP_010874967.1	COG0581	440346	8.83e-62	36.719	PstA	ABC-type phosphate transport system, permease component	P	Inorganic ion transport and metabolism
WP_010874974.1	COG0102	439872	2.71e-69	43.165	RplM	Ribosomal protein L13	J	Translation, ribosomal structure and biogenesis
