QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
BAA10083.1	COG2179	225090	3.01e-79	43.353	YqeG	Predicted phosphohydrolase YqeG, HAD superfamily	R	General function prediction only
BAA10084.1	COG1452	224369	1.26e-06	33.333	LptD	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	M	Cell wall/membrane/envelope biogenesis
BAA10086.1	COG5512	227799	9.72e-72	36.181		Predicted  nucleic acid-binding protein, contains Zn-ribbon domain (includes truncated derivatives)	R	General function prediction only
BAA10089.1	COG0841	223911	0.0	41.603	AcrB	Multidrug efflux pump subunit AcrB	V	Defense mechanisms
BAA10090.1	COG1012	223944	1.14e-164	40.57	AdhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	I	Lipid transport and metabolism
BAA10091.1	COG0642	223715	1.78e-50	35.593	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
BAA10092.1	COG0777	223848	1.32e-176	54.608	AccD	Acetyl-CoA carboxylase beta subunit	I	Lipid transport and metabolism
BAA10093.1	COG2308	225190	0.0	57.38		Circularly permuted ATP-grasp protein	R	General function prediction only
BAA10095.1	COG0464	223540	8.7e-84	23.387	SpoVK	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	M	Cell wall/membrane/envelope biogenesis
BAA10098.1	COG2366	225241	4.45e-179	26.958	PvdQ	Acyl-homoserine lactone (AHL) acylase PvdQ	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA10099.1	COG0125	223203	1.16e-64	35.648	Tmk	Thymidylate kinase	F	Nucleotide transport and metabolism
BAA10100.1	COG4995	227328	1.36e-147	36.136		Uncharacterized conserved protein, contains CHAT domain	S	Function unknown
BAA10101.1	COG0346	223423	1.89e-19	19.858	GloA	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA10102.1	COG0300	223377	2.43e-68	35.772	YqjQ	Short-chain dehydrogenase	R	General function prediction only
BAA10103.1	COG0742	223813	1.26e-76	44.149	RsmD	16S rRNA G966 N2-methylase RsmD	J	Translation, ribosomal structure and biogenesis
BAA10104.1	COG0438	223515	3.69e-54	29.897	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
BAA10105.1	COG0362	223439	0.0	64.421	Gnd	6-phosphogluconate dehydrogenase	G	Carbohydrate transport and metabolism
BAA10106.1	COG1637	224552	0.007	37.778	NucS	Endonuclease NucS, RecB family	L	Replication, recombination and repair
BAA10109.1	COG1104	224029	0.0	56.443	NifS	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	E	Amino acid transport and metabolism
BAA10110.1	COG1040	223970	1e-58	30.594	ComFC	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	R	General function prediction only
BAA10111.1	COG1376	224294	2.42e-36	23.113	ErfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	M	Cell wall/membrane/envelope biogenesis
BAA10112.1	COG2442	225291	6.65e-29	44.737		Predicted antitoxin component of a toxin-antitoxin system, DUF433 family	V	Defense mechanisms
BAA10113.1	COG4634	226981	1.19e-06	26.733		Predicted nuclease, contains PIN domain, potential toxin-antitoxin system component	R	General function prediction only
BAA10114.1	COG2710	225335	5.74e-76	16.992	NifD/CfbD	Nitrogenase Mo-Fe protein NifD/coenzyme F430 biosynthesis subunit CfbD	H	Coenzyme transport and metabolism
BAA10115.1	COG0569	223643	5.74e-62	27.632	TrkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	P	Inorganic ion transport and metabolism
BAA10117.1	COG0477	223553	1.48e-07	21.493	ProP	MFS family permease, includes anhydromuropeptide permease AmpG	G	Carbohydrate transport and metabolism
BAA10118.1	COG0342	223419	1.01e-141	47.015	SecD	Preprotein translocase subunit SecD	U	Intracellular trafficking, secretion, and vesicular transport
BAA10119.1	COG0341	223418	3.82e-95	39.117	SecF	Preprotein translocase subunit SecF	U	Intracellular trafficking, secretion, and vesicular transport
BAA10120.1	COG1044	223974	8.23e-139	44.248	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
BAA10121.1	COG0292	223369	1.03e-47	67.521	RplT	Ribosomal protein L20	J	Translation, ribosomal structure and biogenesis
BAA10122.1	COG0291	223368	2.42e-17	50.746	RpmI	Ribosomal protein L35	J	Translation, ribosomal structure and biogenesis
BAA10123.1	COG2003	224914	1.34e-96	45.455	RadC	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif	L	Replication, recombination and repair
BAA10124.1	COG1054	223982	1.59e-152	50.357	TrhO	tRNA U34 5'-hydroxylase TrhO, rhodanese family	J	Translation, ribosomal structure and biogenesis
BAA10125.1	COG4674	227019	5.63e-157	62.651		ABC-type uncharacterized transport system, ATPase component	R	General function prediction only
BAA10129.1	COG0842	223912	6.34e-12	29.612	YadH	ABC-type multidrug transport system, permease component	V	Defense mechanisms
BAA10130.1	COG1131	224054	4.46e-105	39.937	CcmA	ABC-type multidrug transport system, ATPase component	V	Defense mechanisms
BAA10132.1	COG0034	223112	0.0	56.118	PurF	Glutamine phosphoribosylpyrophosphate amidotransferase	F	Nucleotide transport and metabolism
BAA10134.1	COG1327	224246	2.31e-80	48.077	NrdR	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	K	Transcription
BAA10136.1	COG0450	223527	1.04e-101	52.105	AhpC	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	V	Defense mechanisms
BAA10137.1	COG0858	223927	3.66e-43	50.0	RbfA	Ribosome-binding factor RbfA	J	Translation, ribosomal structure and biogenesis
BAA10139.1	COG0190	223268	7.24e-157	58.392	FolD	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	H	Coenzyme transport and metabolism
BAA10140.1	COG1463	224380	2.8e-36	18.182	MlaD	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
BAA10141.1	COG1463	224380	4.08e-22	28.378	MlaD	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
BAA10142.1	COG1231	224152	5.43e-171	36.188	YobN	Monoamine oxidase	E	Amino acid transport and metabolism
BAA10143.1	COG0642	223715	7.17e-53	33.6	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
BAA10144.1	COG5401	227688	6.75e-85	39.303	GerM	Spore germination protein GerM	D	Cell cycle control, cell division, chromosome partitioning
BAA10145.1	COG0149	223227	6.56e-124	48.78	TpiA	Triosephosphate isomerase	G	Carbohydrate transport and metabolism
BAA10146.1	COG0628	223701	1.02e-50	33.819	PerM	Predicted PurR-regulated permease PerM	R	General function prediction only
BAA10147.1	COG0834	223904	4.46e-33	24.727	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
BAA10149.1	COG1290	224209	5e-78	41.395	QcrB/PetB	Cytochrome b subunit of the bc complex	C	Energy production and conversion
BAA10150.1	COG1290	224209	3.64e-25	19.565	QcrB/PetB	Cytochrome b subunit of the bc complex	C	Energy production and conversion
BAA10151.1	COG0438	223515	2.22e-29	25.0	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
BAA10153.1	COG0571	223644	4.36e-65	35.096	Rnc	dsRNA-specific ribonuclease	K	Transcription
BAA10154.1	COG0068	223146	0.0	50.196	HypF	Hydrogenase maturation factor HypF (carbamoyltransferase)	O	Posttranslational modification, protein turnover, chaperones
BAA10155.1	COG1233	224154	1.02e-08	19.52		Phytoene dehydrogenase-related protein	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA10156.1	COG1277	224196	3.58e-11	23.571	NosY	ABC-type transport system involved in multi-copper enzyme maturation, permease component	O	Posttranslational modification, protein turnover, chaperones
BAA10157.1	COG0349	223426	4.21e-94	47.15	Rnd	Ribonuclease D	J	Translation, ribosomal structure and biogenesis
BAA10159.1	COG0761	223832	1.52e-115	31.161	IspH	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	I	Lipid transport and metabolism
BAA10161.1	COG3293	225830	8.98e-37	40.476		Transposase	X	Mobilome: prophages, transposons
BAA10162.1	COG1565	224481	5.45e-164	40.106	MidA	SAM-dependent methyltransferase, MidA family	R	General function prediction only
BAA10163.1	COG3385	225920	6.85e-14	27.273	InsG	IS4 transposase InsG	X	Mobilome: prophages, transposons
BAA10164.1	COG3335	225872	3.59e-17	40.777		Transposase	X	Mobilome: prophages, transposons
BAA10168.1	COG1122	224047	9.96e-69	38.288	EcfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	P	Inorganic ion transport and metabolism
BAA10169.1	COG0828	223898	7.67e-16	54.902	RpsU	Ribosomal protein S21	J	Translation, ribosomal structure and biogenesis
BAA10170.1	COG0334	223411	1.82e-08	36.62	GdhA	Glutamate dehydrogenase/leucine dehydrogenase	E	Amino acid transport and metabolism
BAA10172.1	COG0601	223674	7.06e-113	43.034	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	E	Amino acid transport and metabolism
BAA10173.1	COG0124	223202	0.0	49.767	HisS	Histidyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
BAA10175.1	COG0456	223532	7.67e-05	33.333	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	Translation, ribosomal structure and biogenesis
BAA10178.1	COG0754	223825	4.03e-169	36.425	Gsp	Glutathionylspermidine synthase, CHAP domain	E	Amino acid transport and metabolism
BAA10180.1	COG1853	224766	4.31e-50	33.553	RutF	FMN reductase RutF, DIM6/NTAB family	C	Energy production and conversion
BAA10181.1	COG0420	223497	3.5e-84	31.731	SbcD	DNA repair exonuclease SbcCD nuclease subunit	L	Replication, recombination and repair
BAA10182.1	COG0542	223616	0.0	54.591	ClpA	ATP-dependent Clp protease, ATP-binding subunit ClpA	O	Posttranslational modification, protein turnover, chaperones
BAA10183.1	COG0743	223814	0.0	55.471	Dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	I	Lipid transport and metabolism
BAA10184.1	COG0191	223269	2.72e-142	45.758	Fba	Fructose/tagatose bisphosphate aldolase	G	Carbohydrate transport and metabolism
BAA10185.1	COG0001	223080	0.0	63.107	HemL	Glutamate-1-semialdehyde aminotransferase	H	Coenzyme transport and metabolism
BAA10186.1	COG2821	225377	1.67e-164	34.737	MltA	Membrane-bound lytic murein transglycosylase	M	Cell wall/membrane/envelope biogenesis
BAA10187.1	COG0009	223088	6.52e-50	29.858	TsaC	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	J	Translation, ribosomal structure and biogenesis
BAA10188.1	COG1208	224129	3.05e-65	34.167	GCD1	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	J	Translation, ribosomal structure and biogenesis
BAA10189.1	COG0793	223864	1.51e-155	42.222	CtpA	C-terminal processing protease CtpA/Prc, contains a PDZ domain	O	Posttranslational modification, protein turnover, chaperones
BAA10190.1	COG1850	224763	0.0	54.267	RbcL	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein	G	Carbohydrate transport and metabolism
BAA10192.1	COG4451	226858	5.5e-70	56.25	RbcS	Ribulose bisphosphate carboxylase small subunit	G	Carbohydrate transport and metabolism
BAA10194.1	COG1285	224204	6.49e-80	39.035	SapB	Magnesium uptake protein YhiD/SapB, involved in acid resistance	P	Inorganic ion transport and metabolism
BAA10195.1	COG3293	225830	8.98e-37	40.476		Transposase	X	Mobilome: prophages, transposons
BAA10196.1	COG0763	223834	4.18e-164	42.674	LpxB	Lipid A disaccharide synthetase	M	Cell wall/membrane/envelope biogenesis
BAA10197.1	COG0633	223706	7.91e-26	29.412	Fdx	Ferredoxin	C	Energy production and conversion
BAA10199.1	COG0766	223837	0.0	59.716	MurA	UDP-N-acetylglucosamine enolpyruvyl transferase	M	Cell wall/membrane/envelope biogenesis
BAA10200.1	COG0114	223192	0.0	66.377	FumC	Fumarate hydratase class II	C	Energy production and conversion
BAA10201.1	COG3385	225920	5.86e-11	12.389	InsG	IS4 transposase InsG	X	Mobilome: prophages, transposons
BAA10202.1	COG3188	225729	1.62e-147	19.163	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
BAA10204.1	COG4636	226983	7.24e-34	28.5	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA10205.1	COG0436	223513	4.67e-149	40.415	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
BAA10206.1	COG0661	223733	0.0	38.041	AarF	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	H	Coenzyme transport and metabolism
BAA10207.1	COG1200	224121	0.0	51.383	RecG	RecG-like helicase	L	Replication, recombination and repair
BAA10208.1	COG0616	223689	2.21e-83	43.077	SppA	Periplasmic serine protease, ClpP class	O	Posttranslational modification, protein turnover, chaperones
BAA10209.1	COG0744	223815	0.0	40.244	MrcB	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	M	Cell wall/membrane/envelope biogenesis
BAA10210.1	COG0519	223593	0.0	66.154	GuaA2	GMP synthase, PP-ATPase domain/subunit	F	Nucleotide transport and metabolism
BAA10211.1	COG0270	223348	3.04e-100	29.847	Dcm	DNA-cytosine methylase	L	Replication, recombination and repair
BAA10212.1	COG1968	224879	2.43e-86	44.565	UppP	Undecaprenyl pyrophosphate phosphatase	I	Lipid transport and metabolism
BAA10213.1	COG2087	224998	3.91e-79	40.113	CobU	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	H	Coenzyme transport and metabolism
BAA10216.1	COG5322	227632	0.0	68.966		Predicted amino acid dehydrogenase	R	General function prediction only
BAA10217.1	COG1633	224548	0.000886	26.761	YhjR	Rubrerythrin, includes spore coat protein YhjR	P	Inorganic ion transport and metabolism
BAA10218.1	COG1209	224130	4.43e-148	44.816	RmlA1	dTDP-glucose pyrophosphorylase	M	Cell wall/membrane/envelope biogenesis
BAA10219.1	COG0751	223822	0.0	45.505	GlyS	Glycyl-tRNA synthetase, beta subunit	J	Translation, ribosomal structure and biogenesis
BAA10220.1	COG3744	226267	5.13e-54	44.094		PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	V	Defense mechanisms
BAA10221.1	COG1206	224127	0.0	59.598	TrmFO	Folate-dependent tRNA-U54 methylase TrmFO/GidA	J	Translation, ribosomal structure and biogenesis
BAA10222.1	COG0642	223715	1.87e-53	38.06	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
BAA10223.1	COG0445	223522	0.0	55.929	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	J	Translation, ribosomal structure and biogenesis
BAA10224.1	COG3000	225546	6.46e-37	26.923	ERG3	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	I	Lipid transport and metabolism
BAA10225.1	COG3335	225872	2.77e-19	40.777		Transposase	X	Mobilome: prophages, transposons
BAA10226.1	COG3415	225949	2.54e-07	30.769	Csa3	CRISPR-associated protein Csa3, CARF domain	V	Defense mechanisms
BAA10227.1	COG3794	226317	2.71e-40	40.476	PetE	Plastocyanin	C	Energy production and conversion
BAA10228.1	COG4726	227070	0.000103	23.529	PilX	Type IV pilus assembly protein PilX	N	Cell motility
BAA10229.1	COG4636	226983	5.96e-27	23.98	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA10230.1	COG0465	223541	0.0	53.094	HflB	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones
BAA10231.1	COG2802	225362	1.82e-76	36.239	LON/PUA	Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily	S	Function unknown
BAA10232.1	COG0805	223876	1.45e-73	39.583	TatC	Twin-arginine protein secretion pathway component TatC	U	Intracellular trafficking, secretion, and vesicular transport
BAA10233.1	COG2084	224995	4.63e-107	47.387	MmsB	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	I	Lipid transport and metabolism
BAA10234.1	COG3335	225872	4.1e-17	40.777		Transposase	X	Mobilome: prophages, transposons
BAA10235.1	COG0122	223200	5.92e-58	47.101	AlkA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	L	Replication, recombination and repair
BAA10236.1	COG4370	226807	0.0	56.744		Uncharacterized conserved protein	S	Function unknown
BAA10237.1	COG0586	223659	5.92e-52	30.882	DedA	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	M	Cell wall/membrane/envelope biogenesis
BAA10238.1	COG3118	225660	5.49e-23	41.25	CnoX	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	O	Posttranslational modification, protein turnover, chaperones
BAA10239.1	COG3751	226274	4.88e-83	30.952	EGL9	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	J	Translation, ribosomal structure and biogenesis
BAA10240.1	COG0459	223535	0.0	46.364	GroEL	Chaperonin GroEL (HSP60 family)	O	Posttranslational modification, protein turnover, chaperones
BAA10241.1	COG1131	224054	4.45e-95	34.098	CcmA	ABC-type multidrug transport system, ATPase component	V	Defense mechanisms
BAA10242.1	COG1357	224276	1.72e-23	44.628	YjbI	Uncharacterized conserved protein YjbI, contains pentapeptide repeats	S	Function unknown
BAA10243.1	COG2968	225516	4.8e-71	36.066	YggE	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	S	Function unknown
BAA10247.1	COG4399	226834	1.13e-141	38.131	YheB	Uncharacterized membrane protein YheB, UPF0754 family	S	Function unknown
BAA10248.1	COG0824	223894	1.46e-43	35.036	FadM	Acyl-CoA thioesterase FadM	I	Lipid transport and metabolism
BAA10249.1	COG4948	227284	6.49e-44	23.276	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	M	Cell wall/membrane/envelope biogenesis
BAA10250.1	COG0652	223725	3.92e-43	28.415	PpiB	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	O	Posttranslational modification, protein turnover, chaperones
BAA10251.1	COG0231	223309	1.53e-58	52.713	Efp	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	J	Translation, ribosomal structure and biogenesis
BAA10252.1	COG0511	223585	3.68e-40	39.456	AccB	Biotin carboxyl carrier protein	I	Lipid transport and metabolism
BAA10253.1	COG4577	226943	2.44e-56	42.105	CcmK	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA10254.1	COG1487	224404	0.000697	21.6	VapC	Ribonuclease/mRNA interferase VapC, contains PIN domain	V	Defense mechanisms
BAA10256.1	COG0277	223354	2.69e-144	39.394	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
BAA10259.1	COG2319	225201	1.52e-23	25.575	WD40	WD40 repeat	R	General function prediction only
BAA10260.1	COG3335	225872	6.8e-06	48.571		Transposase	X	Mobilome: prophages, transposons
BAA10261.1	COG0436	223513	8.49e-161	44.192	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
BAA10262.1	COG0372	223449	0.0	49.479	GltA	Citrate synthase	C	Energy production and conversion
BAA10263.1	COG2062	224973	2.92e-58	35.976	SixA	Phosphohistidine phosphatase SixA	T	Signal transduction mechanisms
BAA10264.1	COG0596	223669	7.64e-31	20.377	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	H	Coenzyme transport and metabolism
BAA10265.1	COG1748	224662	2.58e-163	46.234	Lys9	Saccharopine dehydrogenase, NADP-dependent	E	Amino acid transport and metabolism
BAA10266.1	COG2104	225015	1.97e-24	42.647	ThiS	Sulfur carrier protein ThiS (thiamine biosynthesis)	H	Coenzyme transport and metabolism
BAA10267.1	COG1234	224155	7.29e-125	47.896	ElaC	Ribonuclease BN, tRNA processing enzyme	J	Translation, ribosomal structure and biogenesis
BAA10269.1	COG0438	223515	2.02e-08	16.484	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
BAA10270.1	COG0788	223859	1.28e-173	56.446	PurU	Formyltetrahydrofolate hydrolase	F	Nucleotide transport and metabolism
BAA10271.1	COG0288	223365	3.47e-57	32.995	CynT	Carbonic anhydrase	P	Inorganic ion transport and metabolism
BAA10272.1	COG3484	226015	4.7e-174	73.438		Predicted proteasome-type protease	O	Posttranslational modification, protein turnover, chaperones
BAA10273.1	COG5635	227922	8.07e-108	22.239	NACHT	Predicted NTPase, NACHT family domain	T	Signal transduction mechanisms
BAA10274.1	COG0625	223698	5.08e-39	37.019	GstA	Glutathione S-transferase	O	Posttranslational modification, protein turnover, chaperones
BAA10276.1	COG0440	223517	3.45e-76	50.92	IlvH	Acetolactate synthase, small subunit	E	Amino acid transport and metabolism
BAA10278.1	COG0319	223396	1.99e-50	37.107	YbeY	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	J	Translation, ribosomal structure and biogenesis
