QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NP_414600.1	COG0564	440330	1.16e-80	40.187	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
NP_414601.1	COG0553	440319	1.37e-112	22.783	HepA	Superfamily II DNA or RNA helicase, SNF2 family	K	Transcription
NP_414602.1	COG0417	440186	0.0	46.931	PolB	DNA polymerase B elongation subunit	L	Replication, recombination and repair
NP_414603.1	COG0235	440005	9.33e-72	34.071	AraD	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	E	Amino acid transport and metabolism
NP_414604.1	COG2160	441763	0.0	62.097	AraA	L-arabinose isomerase	G	Carbohydrate transport and metabolism
NP_414605.1	COG1069	440687	0.0	50.272	AraB	Ribulose kinase	G	Carbohydrate transport and metabolism
NP_414606.1	COG2207	441809	2.57e-27	19.106	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_414607.1	COG0586	440351	1.11e-38	31.707	DedA	Undecaprenyl phosphate translocase (flippase), DedA/Tvp38 family	M	Cell wall/membrane/envelope biogenesis
NP_414608.1	COG3840	443051	6.92e-148	65.086	ThiQ	ABC-type thiamine transport system, ATPase component ThiQ	H	Coenzyme transport and metabolism
NP_414609.1	COG1178	440791	1.49e-120	33.73	FbpB	ABC-type Fe3+ transport system, permease component	P	Inorganic ion transport and metabolism
NP_414610.1	COG4143	443315	0.0	62.305	TbpA	ABC-type thiamine transport system, periplasmic component TbpA	H	Coenzyme transport and metabolism
NP_414611.1	COG4533	443600	0.0	56.522	SgrR	DNA-binding transcriptional regulator SgrR of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain	K	Transcription
YP_025293.1	COG2814	442063	6.59e-23	22.792	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NP_414613.1	COG0066	439836	7.73e-123	62.312	LeuD	3-isopropylmalate dehydratase small subunit	E	Amino acid transport and metabolism
NP_414614.1	COG0065	439835	0.0	55.556	LeuC	Homoaconitase/3-isopropylmalate dehydratase large subunit	E	Amino acid transport and metabolism
NP_414615.4	COG0473	440241	0.0	55.462	LeuB	Isocitrate/isopropylmalate dehydrogenase	C	Energy production and conversion
NP_414616.1	COG0119	439889	0.0	47.447	LeuA	Isopropylmalate/homocitrate/citramalate synthases	E	Amino acid transport and metabolism
NP_414618.4	COG0583	440348	5.26e-41	22.034	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
YP_025294.2	COG0028	439799	0.0	50.442	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	Amino acid transport and metabolism
NP_414620.1	COG0440	440209	1.17e-82	54.658	IlvH	Acetolactate synthase, small subunit	E	Amino acid transport and metabolism
NP_414622.1	COG1609	441217	4.34e-84	30.514	PurR	DNA-binding transcriptional regulator, LacI/PurR family	K	Transcription
NP_414623.1	COG2001	441604	3.98e-67	44.966	MraZ	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	J	Translation, ribosomal structure and biogenesis
NP_414624.1	COG0275	440044	0.0	58.675	RmsH	16S rRNA C1402 N4-methylase RsmH	J	Translation, ribosomal structure and biogenesis
NP_414625.1	COG3116	442350	7.39e-35	44.828	FtsL	Cell division protein FtsL, interacts with FtsB and FtsQ	D	Cell cycle control, cell division, chromosome partitioning
NP_414626.1	COG0768	440531	0.0	38.977	FtsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	D	Cell cycle control, cell division, chromosome partitioning
NP_414627.1	COG0769	440532	0.0	45.021	MurE	UDP-N-acetylmuramyl tripeptide synthase	M	Cell wall/membrane/envelope biogenesis
NP_414628.1	COG0770	440533	0.0	50.33	MurF	UDP-N-acetylmuramyl pentapeptide synthase	M	Cell wall/membrane/envelope biogenesis
NP_414629.1	COG0472	440240	1.26e-88	40.798	Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase/archaeal AglH	M	Cell wall/membrane/envelope biogenesis
NP_414630.1	COG0771	440534	0.0	46.548	MurD	UDP-N-acetylmuramoylalanine-D-glutamate ligase	M	Cell wall/membrane/envelope biogenesis
NP_414631.1	COG0772	440535	7.37e-139	44.353	FtsW	Peptodoglycan polymerase FtsW/RodA/SpoVE	D	Cell cycle control, cell division, chromosome partitioning
NP_414632.1	COG0707	440471	5.21e-176	47.091	MurG	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	M	Cell wall/membrane/envelope biogenesis
NP_414633.1	COG0773	440536	0.0	44.869	MurC	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family	M	Cell wall/membrane/envelope biogenesis
NP_414634.1	COG1181	440794	1.06e-162	52.273	DdlA	D-alanine-D-alanine ligase or related ATP-grasp enzyme	M	Cell wall/membrane/envelope biogenesis
NP_414635.1	COG1589	441197	8.19e-59	33.036	FtsQ	Cell division septal protein FtsQ	D	Cell cycle control, cell division, chromosome partitioning
NP_414636.1	COG0849	440610	0.0	47.33	FtsA	Cell division ATPase FtsA	D	Cell cycle control, cell division, chromosome partitioning
NP_414637.1	COG0206	439976	1.99e-169	54.775	FtsZ	Cell division GTPase FtsZ	D	Cell cycle control, cell division, chromosome partitioning
NP_414638.1	COG0774	440537	0.0	63.082	LpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	M	Cell wall/membrane/envelope biogenesis
NP_414640.1	COG0653	440418	0.0	66.704	SecA	Preprotein translocase subunit SecA	U	Intracellular trafficking, secretion, and vesicular transport
NP_414641.1	COG1051	440671	4.61e-28	30.252	YjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	F	Nucleotide transport and metabolism
NP_414643.1	COG3024	442260	3.99e-29	51.724	YacG	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family	L	Replication, recombination and repair
NP_414644.1	COG4582	443639	2.15e-129	51.394	ZapD	Cell division protein ZapD, interacts with FtsZ	D	Cell cycle control, cell division, chromosome partitioning
NP_414645.1	COG0237	440007	1.67e-90	47.917	CoaE	Dephospho-CoA kinase	H	Coenzyme transport and metabolism
NP_414646.1	COG0516	440282	8.61e-86	30.341	GuaB	IMP dehydrogenase/GMP reductase	F	Nucleotide transport and metabolism
NP_414648.1	COG1459	441068	2.91e-124	36.935	GspF/PilC	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	N	Cell motility
NP_414649.1	COG2804	442055	0.0	42.324	GspE/PilB	Type II secretion system/type IV pilus assembly ATPase GspE/PulE/PilB	N	Cell motility
NP_414650.1	COG4969	443995	7.9e-60	45.926	PilA	Type IV pilus major pilin PilA	N	Cell motility
NP_414651.1	COG0157	439927	6.76e-134	47.552	NadC	Nicotinate-nucleotide pyrophosphorylase	H	Coenzyme transport and metabolism
NP_414652.1	COG3023	442259	1.6e-80	50.0	AmpD	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	M	Cell wall/membrane/envelope biogenesis
NP_414653.1	COG3725	442939	1.8e-97	46.78	AmpE	Membrane protein AmpE required for beta-lactamase induction	V	Defense mechanisms
NP_414654.1	COG1113	440730	0.0	52.423	AnsP	L-asparagine transporter or related permease	E	Amino acid transport and metabolism
NP_414655.1	COG2186	441789	5.15e-67	41.558	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
NP_414656.1	COG2609	442021	0.0	67.946	AceE	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	C	Energy production and conversion
NP_414657.1	COG0508	440274	4.05e-24	51.316	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
NP_414658.1	COG1249	440861	0.0	46.087	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
NP_414659.1	COG3678	442894	1.9e-05	21.296	CpxP	Periplasmic chaperone Spy, Spy/CpxP family	O	Posttranslational modification, protein turnover, chaperones
NP_414660.1	COG1049	440670	0.0	81.597	AcnB	Aconitase B	C	Energy production and conversion
NP_414661.2	COG3112	442346	1.04e-61	58.197	YacL	YacL protein, interacts with RNA polymerase and NusG, UPF0231 family	K	Transcription
NP_414662.1	COG1586	441194	4.61e-35	34.815	SpeD	S-adenosylmethionine decarboxylase	E	Amino acid transport and metabolism
NP_414663.1	COG0421	440190	3.79e-93	50.0	SpeE	Spermidine synthase (polyamine aminopropyltransferase)	E	Amino acid transport and metabolism
NP_414665.1	COG2132	441735	2.93e-157	37.988	SufI	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	D	Cell cycle control, cell division, chromosome partitioning
NP_414666.1	COG4993	444017	0.0	37.812	Gcd	Glucose dehydrogenase, PQQ-dependent	G	Carbohydrate transport and metabolism
NP_414667.4	COG0634	440399	7.65e-99	56.647	HptA	Hypoxanthine-guanine phosphoribosyltransferase	F	Nucleotide transport and metabolism
NP_414668.1	COG0288	440057	8.98e-97	42.439	CynT	Carbonic anhydrase	P	Inorganic ion transport and metabolism
NP_414669.1	COG1131	440746	2.14e-106	44.541	RbbA	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	J	Translation, ribosomal structure and biogenesis
NP_414670.1	COG0842	440604	3.86e-39	33.673	YadH	ABC-type multidrug transport system, permease component	V	Defense mechanisms
NP_414671.1	COG2893	442138	1.69e-45	34.127	ManX	Phosphotransferase system, mannose/fructose-specific component IIA	G	Carbohydrate transport and metabolism
NP_414672.1	COG0726	440490	2.49e-26	25.309	PgaB	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	G	Carbohydrate transport and metabolism
NP_414673.1	COG0853	440614	1.52e-74	52.101	PanD	Aspartate 1-decarboxylase	H	Coenzyme transport and metabolism
NP_414674.1	COG5464	444215	2.38e-90	34.098	RpnC	Recombination-promoting DNA endonuclease RpnC/YadD	L	Replication, recombination and repair
NP_414675.1	COG0414	440183	5.82e-175	57.092	PanC	Panthothenate synthetase	H	Coenzyme transport and metabolism
NP_414676.1	COG0413	440182	3.71e-166	57.471	PanB	Ketopantoate hydroxymethyltransferase	H	Coenzyme transport and metabolism
NP_414677.1	COG3539	442760	1.82e-13	25.137	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414678.1	COG3539	442760	3.97e-18	21.762	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414679.1	COG3539	442760	4.91e-16	26.042	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414680.4	COG3539	442760	4.51e-12	22.951	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414681.1	COG3188	442421	0.0	40.116	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NP_414682.1	COG3121	442355	9.45e-93	41.841	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NP_414683.1	COG3539	442760	3.48e-17	30.57	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_414684.1	COG0801	440564	1.88e-80	56.463	FolK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	H	Coenzyme transport and metabolism
NP_414685.4	COG0617	440382	2.12e-128	35.859	PcnB	tRNA nucleotidyltransferase (CCA-adding enzyme)/poly(A) polymerase	J	Translation, ribosomal structure and biogenesis
NP_414686.3	COG0008	439779	3.8e-65	39.669	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_414687.1	COG1734	441340	5.48e-48	47.899	DksA	RNA polymerase-binding transcription factor DksA	K	Transcription
NP_414688.1	COG1489	441098	1.72e-145	55.556	SfsA	DNA-binding protein, stimulates sugar fermentation	G	Carbohydrate transport and metabolism
NP_414689.4	COG1514	441123	4.44e-49	38.333	ThpR	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)	J	Translation, ribosomal structure and biogenesis
NP_414690.4	COG1643	441249	0.0	50.241	HrpA	HrpA-like RNA helicase	J	Translation, ribosomal structure and biogenesis
NP_414691.1	COG0744	440507	0.0	41.768	MrcB	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	M	Cell wall/membrane/envelope biogenesis
NP_414692.1	COG4773	443805	0.0	34.877	FhuE	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	P	Inorganic ion transport and metabolism
NP_414693.1	COG1120	440737	3.78e-136	52.4	FepC	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	P	Inorganic ion transport and metabolism
NP_414694.1	COG4594	443650	1.31e-36	27.737	FecB	ABC-type Fe3+-citrate transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_414695.1	COG0609	440374	1.53e-72	41.455	FepD	ABC-type Fe3+-siderophore transport system, permease component	P	Inorganic ion transport and metabolism
NP_414696.1	COG0001	439772	0.0	68.779	HemL	Glutamate-1-semialdehyde aminotransferase	H	Coenzyme transport and metabolism
NP_414697.1	COG0038	439808	2.88e-100	39.48	ClcA	H+/Cl- antiporter ClcA	P	Inorganic ion transport and metabolism
NP_414698.1	COG0316	440085	6.67e-61	58.879	IscA	Fe-S cluster assembly iron-binding protein IscA	O	Posttranslational modification, protein turnover, chaperones
NP_414699.1	COG2860	442107	6.45e-68	49.0	YadS	Trimeric intracellular cation channel, TRIC family	P	Inorganic ion transport and metabolism
NP_414700.1	COG0614	440379	9.66e-64	32.296	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_414701.1	COG0775	440538	9.32e-97	49.565	MtnN	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	F	Nucleotide transport and metabolism
NP_414702.1	COG0232	440002	1.46e-122	29.707	Dgt	dGTP triphosphohydrolase	F	Nucleotide transport and metabolism
NP_414703.1	COG0265	440035	6.78e-143	52.174	DegQ	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	O	Posttranslational modification, protein turnover, chaperones
NP_414704.4	COG3835	443046	5.01e-95	44.805	CdaR	Sugar diacid utilization regulator CdaR	K	Transcription
NP_414706.2	COG1408	441018	2.35e-77	31.227	YaeI	Phosphohydrolase of MPP superfamily, includes undecaprenyl diphosphate-linked teichoic acid hydrolase UpsH/YpbG	M	Cell wall/membrane/envelope biogenesis
NP_414708.1	COG2171	441774	6.88e-173	67.153	DapD	Tetrahydrodipicolinate N-succinyltransferase	E	Amino acid transport and metabolism
NP_414709.1	COG2844	442092	0.0	49.364	GlnD	UTP:GlnB (protein PII) uridylyltransferase	O	Posttranslational modification, protein turnover, chaperones
NP_414710.1	COG0024	439795	1.74e-167	56.349	Map	Methionine aminopeptidase	J	Translation, ribosomal structure and biogenesis
NP_414711.1	COG0052	439822	1.38e-173	61.411	RpsB	Ribosomal protein S2	J	Translation, ribosomal structure and biogenesis
NP_414712.1	COG0264	440034	2.25e-156	63.103	Tsf	Translation elongation factor EF-Ts	J	Translation, ribosomal structure and biogenesis
NP_414713.1	COG0528	440294	1.92e-159	62.447	PyrH	Uridylate kinase	F	Nucleotide transport and metabolism
NP_414714.1	COG0233	440003	1.4e-116	61.081	Frr	Ribosome recycling factor	J	Translation, ribosomal structure and biogenesis
NP_414715.1	COG0743	440506	0.0	59.446	Dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	I	Lipid transport and metabolism
NP_414716.1	COG0020	439791	2.15e-164	57.917	UppS	Undecaprenyl pyrophosphate synthase	I	Lipid transport and metabolism
NP_414717.2	COG0575	440340	4.08e-72	36.071	CdsA	CDP-diglyceride synthetase	I	Lipid transport and metabolism
NP_414718.1	COG0750	440513	9.59e-150	39.468	RseP	Membrane-associated protease RseP, regulator of RpoE activity	O	Posttranslational modification, protein turnover, chaperones
NP_414719.1	COG4775	443807	0.0	38.755	BamA	Outer membrane protein assembly factor BamA	M	Cell wall/membrane/envelope biogenesis
NP_414720.1	COG2825	442073	3.4e-29	34.899	Skp	Periplasmic chaperone for outer membrane proteins, Skp/HlpA/OmpH family	M	Cell wall/membrane/envelope biogenesis
NP_414721.1	COG1044	440666	0.0	51.19	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_414722.1	COG0764	440527	7.71e-77	58.696	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	I	Lipid transport and metabolism
NP_414723.1	COG1043	440665	1.98e-169	64.341	LpxA	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_414724.1	COG0763	440526	0.0	53.581	LpxB	Lipid A disaccharide synthetase	M	Cell wall/membrane/envelope biogenesis
NP_414725.1	COG0164	439934	3.18e-121	65.946	RnhB	Ribonuclease HII	L	Replication, recombination and repair
NP_414726.1	COG0587	440352	0.0	53.545	DnaE	DNA polymerase III, alpha subunit	L	Replication, recombination and repair
NP_414727.1	COG0825	440587	0.0	66.984	AccA	Acetyl-CoA carboxylase alpha subunit	I	Lipid transport and metabolism
NP_414728.1	COG1982	441585	0.0	32.601	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
NP_414729.4	COG0346	440115	3.83e-35	36.066	GloA	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_414730.1	COG0037	439807	1.68e-86	45.283	TtcA	tRNA-C32 2-thiocytidine or tRNA(Ile)-C34 C2-lysylcytidine synthase TtcA/TilS/MesJ	J	Translation, ribosomal structure and biogenesis
NP_414731.2	COG4568	443625	8.41e-41	57.471	Rof	Transcriptional antiterminator Rof (Rho-off)	K	Transcription
NP_414732.1	COG4681	443717	1.26e-104	55.866	YaeQ	Uncharacterized conserved protein YaeQ, putative virulence regulator	R	General function prediction only
NP_414733.1	COG1186	440799	4.26e-58	48.551	PrfB	Protein chain release factor PrfB	J	Translation, ribosomal structure and biogenesis
NP_414734.1	COG3015	442252	6.55e-64	46.897	CutF	Uncharacterized lipoprotein NlpE involved in copper resistance	M	Cell wall/membrane/envelope biogenesis
NP_414735.4	COG0791	440554	4.16e-07	33.333	NlpC	Cell wall-associated hydrolase, NlpC_P60 family	M	Cell wall/membrane/envelope biogenesis
NP_414736.1	COG0442	440211	0.0	61.754	ProS	Prolyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_414737.1	COG1720	441326	7.43e-84	54.658	TrmO	tRNA (Thr-GGU) A37 N6-methylase	J	Translation, ribosomal structure and biogenesis
NP_414738.1	COG3168	442401	6.63e-05	22.826	PilP	Type IV pilus assembly protein PilP	N	Cell motility
NP_414739.1	COG1464	441073	1.58e-141	56.089	NlpA	ABC-type metal ion transport system, periplasmic component/surface antigen	P	Inorganic ion transport and metabolism
NP_414740.1	COG2011	441614	4.93e-91	56.682	MetP	ABC-type methionine transport system, permease component	E	Amino acid transport and metabolism
NP_414741.1	COG1135	440750	0.0	60.411	AbcC	ABC-type methionine transport system, ATPase component	E	Amino acid transport and metabolism
NP_414742.1	COG0241	440011	1.24e-93	47.849	HisB1/GmhB	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	E	Amino acid transport and metabolism
NP_414743.1	COG0656	440421	7.2e-137	47.266	ARA1	Aldo/keto reductase, related to diketogulonate reductase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_414744.1	COG0583	440348	8.42e-74	36.301	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_414745.1	COG3021	442257	1.86e-16	25.62	YafD	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	R	General function prediction only
NP_414746.1	COG2226	441828	1.2e-30	38.679	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
NP_414747.1	COG0741	440504	1.01e-42	27.477	MltE	Soluble lytic murein transglycosylase or regulatory protein ( may contain LysM/invasin domain), , includes type III secretion system proteins IagB/IpgF/YsaH	M	Cell wall/membrane/envelope biogenesis
NP_414748.1	COG0491	440257	1.54e-40	33.155	GloB	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	R	General function prediction only
NP_414749.2	COG2226	441828	8.93e-15	34.667	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
NP_414750.1	COG0328	440097	3.75e-82	63.121	RnhA	Ribonuclease HI	L	Replication, recombination and repair
NP_414751.1	COG0847	440608	2.78e-68	43.429	DnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	L	Replication, recombination and repair
NP_414752.1	COG4238	443380	0.009	46.429	Lpp	Outer membrane murein-binding lipoprotein Lpp	M	Cell wall/membrane/envelope biogenesis
