QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
BAA16688.1	COG5704	444414	2.64e-106	81.69	PsaD	Photosystem I reaction center subunit II, PsaD	C	Energy production and conversion
BAA16689.1	COG0147	439917	0.0	50.0	TrpE	Anthranilate/para-aminobenzoate synthases component I	E	Amino acid transport and metabolism
BAA16690.1	COG0142	439912	2.12e-122	43.582	IspA	Geranylgeranyl pyrophosphate synthase	H	Coenzyme transport and metabolism
BAA16692.1	COG1266	440877	1.06e-08	31.461	YdiL	Membrane protease YdiL, CAAX protease family	O	Posttranslational modification, protein turnover, chaperones
BAA16693.1	COG0704	440468	5.1e-68	38.164	PhoU	Phosphate uptake regulator PhoU	P	Inorganic ion transport and metabolism
BAA16694.1	COG0779	440542	5.92e-42	36.879	RimP	Ribosome maturation factor RimP	J	Translation, ribosomal structure and biogenesis
BAA16695.1	COG0195	439965	8.2e-111	44.205	NusA	Transcription antitermination factor NusA, contains S1 and KH domains	K	Transcription
BAA16696.1	COG0532	440298	0.0	64.44	InfB	Translation initiation factor IF-2, a GTPase	J	Translation, ribosomal structure and biogenesis
BAA16697.1	COG0625	440390	7.16e-21	23.497	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
BAA16698.1	COG1523	441132	0.0	49.534	PulA	Pullulanase/glycogen debranching enzyme	G	Carbohydrate transport and metabolism
BAA16700.1	COG3335	442564	1.93e-30	43.478		Transposase	X	Mobilome: prophages, transposons
BAA16701.1	COG2875	442122	1e-140	52.362	CobM	Precorrin-4 methylase	H	Coenzyme transport and metabolism
BAA16702.1	COG3682	442898	1.46e-38	28.346	CopY	Transcriptional regulator, CopY/TcrY family	K	Transcription
BAA16703.1	COG0501	440267	5.66e-09	25.781	HtpX	Zn-dependent protease with chaperone function	O	Posttranslational modification, protein turnover, chaperones
BAA16704.1	COG1225	440838	1.01e-53	41.667	Bcp	Peroxiredoxin	O	Posttranslational modification, protein turnover, chaperones
BAA16706.1	COG0011	439782	7.05e-45	47.423	YqgV	Thiamin-binding stress-response protein YqgV, UPF0045 family	H	Coenzyme transport and metabolism
BAA16707.1	COG0589	440354	3.27e-25	31.618	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
BAA16708.1	COG5727	444437	7.29e-12	74.286	PsbM	Photosystem II reaction center protein M, PsbM	C	Energy production and conversion
BAA16709.1	COG0123	439893	7.29e-134	45.016	AcuC	Acetoin utilization deacetylase AcuC or a related deacetylase	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16710.1	COG0010	439781	7.78e-87	34.386	SpeB	Arginase/agmatinase family enzyme	E	Amino acid transport and metabolism
BAA16711.1	COG0652	440417	1.09e-64	37.173	PpiB	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	O	Posttranslational modification, protein turnover, chaperones
BAA16712.1	COG5712	444422	1.13e-126	72.34	Ycf4	Photosystem I assembly protein Ycf4	C	Energy production and conversion
BAA16714.1	COG0834	440596	2.38e-49	29.362	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
BAA16716.1	COG1934	441537	1.28e-17	20.395	LptA	Lipopolysaccharide export system protein LptA	M	Cell wall/membrane/envelope biogenesis
BAA16717.1	COG1137	440752	6.28e-158	59.336	LptB	ABC-type lipopolysaccharide export system, ATPase component	M	Cell wall/membrane/envelope biogenesis
BAA16718.1	COG2099	441702	7.6e-83	35.178	CobK	Precorrin-6x reductase	H	Coenzyme transport and metabolism
BAA16719.1	COG5709	444419	4.34e-38	64.444	PsaK	Photosystem I reaction center subunit X, PsaK	C	Energy production and conversion
BAA16720.1	COG1579	441187	0.000264	26.415	DR0291	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain	R	General function prediction only
BAA16721.1	COG1007	440631	3.44e-159	44.764	NuoN	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	C	Energy production and conversion
BAA16722.1	COG1409	441019	7e-42	29.545	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	T	Signal transduction mechanisms
BAA16724.1	COG5683	444397	4.28e-08	82.759	PetN	Cytochrome b6f complex subunit VIII, PetN/Ycf6	C	Energy production and conversion
BAA16725.1	COG1714	441320	2.92e-42	39.869	YckC	Uncharacterized membrane protein YckC, RDD family	S	Function unknown
BAA16726.1	COG1225	440838	3.22e-52	41.727	Bcp	Peroxiredoxin	O	Posttranslational modification, protein turnover, chaperones
BAA16727.1	COG0449	440218	0.0	52.773	GlmS	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	M	Cell wall/membrane/envelope biogenesis
BAA16728.1	COG0426	440195	1.75e-171	41.73	NorV	Flavorubredoxin	C	Energy production and conversion
BAA16729.1	COG3431	442657	5.66e-33	42.953		Uncharacterized membrane protein, DUF373 family	S	Function unknown
BAA16730.1	COG0426	440195	1.19e-161	39.695	NorV	Flavorubredoxin	C	Energy production and conversion
BAA16731.1	COG0793	440556	3.4e-126	39.946	CtpA	C-terminal processing protease CtpA/Prc, contains a PDZ domain	O	Posttranslational modification, protein turnover, chaperones
BAA16732.1	COG0009	439780	2.6e-79	38.679	TsaC	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	J	Translation, ribosomal structure and biogenesis
BAA16733.1	COG1641	441248	0.0	49.88	LarC	CTP-dependent cyclometallase, nickel-pincer nucleotide (NPN) cofactor biosynthesis	H	Coenzyme transport and metabolism
BAA16734.1	COG0224	439994	5.18e-133	47.771	AtpG	FoF1-type ATP synthase, gamma subunit	C	Energy production and conversion
BAA16735.1	COG0056	439826	0.0	70.858	AtpA	FoF1-type ATP synthase, alpha subunit	C	Energy production and conversion
BAA16736.1	COG0712	440476	1.28e-58	38.857	AtpH	FoF1-type ATP synthase, delta subunit	C	Energy production and conversion
BAA16737.1	COG0711	440475	2.16e-23	37.333	AtpF	FoF1-type ATP synthase, membrane subunit b or b'	C	Energy production and conversion
BAA16738.1	COG0711	440475	4.99e-20	37.5	AtpF	FoF1-type ATP synthase, membrane subunit b or b'	C	Energy production and conversion
BAA16739.1	COG0636	440401	3.44e-19	59.649	AtpE	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	C	Energy production and conversion
BAA16740.1	COG0356	440125	4.71e-57	38.393	AtpB	FoF1-type ATP synthase, membrane subunit a	C	Energy production and conversion
BAA16741.1	COG5756	444466	1.42e-66	58.462	Atp1	FoF1-type ATP synthase subunit Atp1, cyanobacterial family	C	Energy production and conversion
BAA16742.1	COG3597	442816	1.19e-66	25.549		Uncharacterized conserved protein, DUF697 family	S	Function unknown
BAA16743.1	COG2205	441807	4.44e-57	35.849	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
BAA16745.1	COG0714	440478	3.56e-139	50.847	MMP0363	MoxR-like ATPase, includes components of a predicted archaeal secretion system	R	General function prediction only
BAA16746.1	COG0316	440085	5.48e-51	48.624	IscA	Fe-S cluster assembly iron-binding protein IscA	O	Posttranslational modification, protein turnover, chaperones
BAA16747.1	COG0697	440461	3.61e-23	23.077	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
BAA16749.1	COG1127	440744	2e-122	47.581	MlaF	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
BAA16750.1	COG0668	440432	1.13e-49	25.088	MscS	Small-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis
BAA16751.1	COG0801	440564	3.36e-79	48.684	FolK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	H	Coenzyme transport and metabolism
BAA16752.1	COG4328	443469	1.74e-124	50.775		Predicted nuclease (RNAse H fold)	R	General function prediction only
BAA16753.1	COG2307	441881	4.47e-142	44.795	Alpha-E	Uncharacterized conserved protein, Alpha-E superfamily	S	Function unknown
BAA16754.1	COG4636	443674	4.06e-12	23.276	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16755.1	COG1249	440861	3.64e-173	44.658	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
BAA16756.1	COG5474	444225	3.84e-95	56.79	CRR6	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6	C	Energy production and conversion
BAA16757.1	COG1413	441023	5.01e-26	38.462	HEAT	HEAT repeat	R	General function prediction only
BAA16758.1	COG0163	439933	7.11e-104	45.0	UbiX	Flavin prenyltransferase UbiX	H	Coenzyme transport and metabolism
BAA16760.1	COG0589	440354	8.99e-23	34.94	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
BAA16761.1	COG5001	444025	9.46e-140	29.573		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
BAA16762.1	COG5001	444025	1.31e-159	32.007		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
BAA16763.1	COG5001	444025	1.36e-121	33.617		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
BAA16764.1	COG1217	440830	0.0	64.452	TypA	Predicted membrane GTPase TypA/BipA involved in stress response	T	Signal transduction mechanisms
BAA16765.1	COG2358	441925	3.76e-53	28.339	Imp	TRAP-type uncharacterized transport system, periplasmic component	R	General function prediction only
BAA16766.1	COG1235	440848	4.93e-80	28.873	PhnP	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	H	Coenzyme transport and metabolism
BAA16768.1	COG0035	439805	6.32e-105	51.415	Upp	Uracil phosphoribosyltransferase	F	Nucleotide transport and metabolism
BAA16769.1	COG0330	440099	1.02e-47	25.263	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	O	Posttranslational modification, protein turnover, chaperones
BAA16771.1	COG0631	440396	7.4e-82	37.5	PTC1	Serine/threonine protein phosphatase PrpC	T	Signal transduction mechanisms
BAA16772.1	COG1044	440666	5.64e-10	34.066	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
BAA16773.1	COG0663	440427	5.52e-47	34.545	PaaY	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	R	General function prediction only
BAA16774.1	COG4576	443633	2.19e-39	57.778	CcmL	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16775.1	COG4577	443634	3.67e-40	59.091	CcmK	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16776.1	COG4577	443634	8.56e-43	61.364	CcmK	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16777.1	COG0493	440259	0.0	45.806	GltD	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	E	Amino acid transport and metabolism
BAA16778.1	COG0666	440430	9.65e-34	32.932	ANKYR	Ankyrin repeat	T	Signal transduction mechanisms
BAA16779.1	COG5758	444468	6.84e-44	43.151	Tab2	RNA-binding protein Tab2, reqiured for psaB translation	C	Energy production and conversion
BAA16780.1	COG3049	442283	1.6e-127	37.101	YxeI	Penicillin V acylase or related amidase, Ntn superfamily	M	Cell wall/membrane/envelope biogenesis
BAA16781.1	COG2251	441852	0.0	39.417		Predicted nuclease, RecB family	R	General function prediction only
BAA16783.1	COG3900	443107	1.23e-101	38.583		Predicted periplasmic protein	S	Function unknown
BAA16785.1	COG0659	440424	5.91e-140	36.648	SUL1	Sulfate permease or related transporter, MFS superfamily, contains STAS domain	P	Inorganic ion transport and metabolism
BAA16787.1	COG1239	440852	3.05e-174	47.17	ChlI	Mg-chelatase subunit ChlI	H	Coenzyme transport and metabolism
BAA16789.1	COG1982	441585	0.0	45.549	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
BAA16790.1	COG0686	440450	0.0	62.254	Ald	Alanine dehydrogenase (includes sporulation protein SpoVN)	E	Amino acid transport and metabolism
BAA16791.1	COG0854	440615	3.75e-131	60.93	PdxJ	Pyridoxine 5'-phosphate synthase PdxJ	H	Coenzyme transport and metabolism
BAA16793.1	COG5279	444090	2.49e-57	25.397	CYK3	Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain	D	Cell cycle control, cell division, chromosome partitioning
BAA16794.1	COG0229	439999	3.14e-92	58.268	MsrB	Peptide methionine sulfoxide reductase MsrB	O	Posttranslational modification, protein turnover, chaperones
BAA16795.1	COG0265	440035	1e-123	49.117	DegQ	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	O	Posttranslational modification, protein turnover, chaperones
BAA16796.1	COG0784	440547	1.18e-45	36.434	CheY	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	T	Signal transduction mechanisms
BAA16797.1	COG0673	440437	1.78e-51	26.398	MviM	Predicted dehydrogenase	R	General function prediction only
BAA16798.1	COG0700	440464	1.09e-73	58.235	SpmB	Spore maturation protein SpmB (function unknown)	S	Function unknown
BAA16799.1	COG2715	442028	7.22e-95	55.155	SpmA	Spore maturation protein SpmA (function unknown)	R	General function prediction only
BAA16800.1	COG1640	441247	0.0	49.421	MalQ	4-alpha-glucanotransferase	G	Carbohydrate transport and metabolism
BAA16801.1	COG0346	440115	3.1e-27	32.609	GloA	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16802.1	COG0611	440376	1.66e-127	37.952	ThiL	Thiamine monophosphate kinase	H	Coenzyme transport and metabolism
BAA16805.1	COG2199	441801	1.02e-65	34.109	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
BAA16806.1	COG0642	440407	2.54e-66	35.26	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
BAA16807.1	COG1247	440860	1.67e-20	23.529	MnaT	L-amino acid N-acyltransferase MnaT	E	Amino acid transport and metabolism
BAA16808.1	COG1981	441584	9.27e-60	48.092	HemJ	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)	H	Coenzyme transport and metabolism
BAA16809.1	COG0175	439945	6.17e-88	40.0	CysH	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	E	Amino acid transport and metabolism
BAA16810.1	COG1420	441030	1.67e-130	38.275	HrcA	Transcriptional regulator of heat shock response	K	Transcription
BAA16811.1	COG0703	440467	8.02e-73	50.61	AroK	Shikimate kinase	E	Amino acid transport and metabolism
BAA16812.1	COG0176	439946	1.24e-72	34.387	TalA	Transaldolase/fructose-6-phosphate aldolase	G	Carbohydrate transport and metabolism
BAA16813.1	COG5760	444470	9.75e-35	77.778	PetP	Cyanobacterial/red algae cytochrome b6f complex subunit PetP (=Ycf86), DUF2862 (PF11061) family	C	Energy production and conversion
BAA16814.1	COG0003	439774	7.14e-42	28.916	ArsA	Anion-transporting ATPase, ArsA/GET3 family	P	Inorganic ion transport and metabolism
BAA16815.1	COG0225	439995	5.51e-95	50.0	MsrA	Peptide methionine sulfoxide reductase MsrA	O	Posttranslational modification, protein turnover, chaperones
BAA16816.1	COG5626	444355	1.44e-31	40.0	Ssr3000	Uncharacterized protein Ssr3000, DUF2288 family	S	Function unknown
BAA16817.1	COG0457	440225	1.67e-39	32.323	TPR	Tetratricopeptide (TPR) repeat	R	General function prediction only
BAA16818.1	COG2214	441816	4.5e-30	43.529	CbpA	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	K	Transcription
BAA16819.1	COG0526	440292	1.48e-05	26.042	TrxA	Thiol-disulfide isomerase or thioredoxin	O	Posttranslational modification, protein turnover, chaperones
BAA16820.1	COG3206	442439	9.4e-07	24.832	GumC	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	M	Cell wall/membrane/envelope biogenesis
BAA16821.1	COG1216	440829	1.53e-44	29.961	WcaE	Glycosyltransferase, GT2 family	G	Carbohydrate transport and metabolism
BAA16822.1	COG1413	441023	6.62e-25	34.043	HEAT	HEAT repeat	R	General function prediction only
BAA16823.1	COG0077	439847	1.19e-112	47.464	PheA2	Prephenate dehydratase (decarboxylase)	E	Amino acid transport and metabolism
BAA16824.1	COG2199	441801	3.17e-62	41.011	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
BAA16825.1	COG0317	440086	1.37e-22	37.313	SpoT	(p)ppGpp synthase/hydrolase, HD superfamily	T	Signal transduction mechanisms
BAA16826.1	COG1060	440680	3.08e-153	43.207	ThiH	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	H	Coenzyme transport and metabolism
BAA16827.1	COG3324	442553	1.58e-12	21.138	VOC	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	R	General function prediction only
BAA16828.1	COG1566	441174	0.00028	22.603	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
BAA16830.1	COG5772	444482	1.31e-70	42.308	Tic21	Cyanobacterial/chloroplast membrane protein Tic21, involved in chloroplast protein import, DUF3611 (PF12263) domain	C	Energy production and conversion
BAA16831.1	COG0340	440109	1.31e-64	36.441	BirA2	Biotin-protein ligase	H	Coenzyme transport and metabolism
BAA16832.1	COG0589	440354	8.36e-35	37.5	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
BAA16833.1	COG2226	441828	1.76e-34	32.877	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
BAA16834.1	COG5304	444103	8.12e-27	37.349		Predicted DNA binding protein, CopG/RHH family	K	Transcription
BAA16835.1	COG0538	440304	0.0	51.923	Icd	Isocitrate dehydrogenase	C	Energy production and conversion
BAA16836.1	COG4636	443674	5.16e-51	30.57	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16837.1	COG5464	444215	7.06e-52	31.01	RpnC	Recombination-promoting DNA endonuclease RpnC/YadD	L	Replication, recombination and repair
BAA16838.1	COG1008	440632	0.0	44.933	NuoM	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	C	Energy production and conversion
BAA16839.1	COG2814	442063	2.5e-09	22.563	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
BAA16840.1	COG1233	440846	7.29e-122	32.353		Phytoene dehydrogenase-related protein	Q	Secondary metabolites biosynthesis, transport and catabolism
BAA16841.1	COG0762	440525	3.86e-19	43.529	Ycf19	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family	O	Posttranslational modification, protein turnover, chaperones
BAA16842.1	COG1840	441445	2.32e-105	38.796	AfuA	ABC-type transport systems for B6 and hexose phosphate, periplasmic component	G	Carbohydrate transport and metabolism
BAA16843.1	COG0336	440105	6.69e-153	58.15	TrmD	tRNA G37 N-methylase TrmD	J	Translation, ribosomal structure and biogenesis
BAA16845.1	COG0205	439975	1.35e-145	49.577	PfkA	6-phosphofructokinase	G	Carbohydrate transport and metabolism
BAA16846.1	COG1289	440900	1.24e-43	29.084	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
BAA16847.1	COG5737	444447	2.51e-76	57.746	PsbU	Photosystem II 12 kDa extrinsic protein PsbU	C	Energy production and conversion
BAA16848.1	COG1403	441013	1.34e-27	54.688	McrA	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	V	Defense mechanisms
BAA16849.1	COG1004	440628	0.0	54.846	Ugd	UDP-glucose 6-dehydrogenase	M	Cell wall/membrane/envelope biogenesis
BAA16850.1	COG0654	440419	6.59e-71	26.702	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	H	Coenzyme transport and metabolism
BAA16851.1	COG0239	440009	2.11e-31	41.129	CrcB	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	D	Cell cycle control, cell division, chromosome partitioning
BAA16854.1	COG1196	440809	3.96e-09	17.745	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
BAA16856.1	COG1262	440874	1.3e-68	38.931	YfmG	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	O	Posttranslational modification, protein turnover, chaperones
BAA16857.1	COG0277	440046	2.1e-80	29.286	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
BAA16858.1	COG5001	444025	0.0	41.207		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
BAA16859.1	COG3597	442816	8.25e-43	20.225		Uncharacterized conserved protein, DUF697 family	S	Function unknown
BAA16860.1	COG3542	442763	1.87e-87	54.362	CFF1	Predicted sugar epimerase, cupin superfamily	R	General function prediction only
BAA16861.1	COG0682	440446	1.17e-94	40.684	Lgt	Prolipoprotein diacylglyceryltransferase	M	Cell wall/membrane/envelope biogenesis
BAA16862.1	COG4636	443674	5.2e-11	21.714	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16863.1	COG0408	440177	0.0	60.802	HemF	Coproporphyrinogen-III oxidase HemH, oxygen-dependent	H	Coenzyme transport and metabolism
BAA16864.1	COG5398	444157	2.29e-133	56.398	HemeO	Heme oxygenase	H	Coenzyme transport and metabolism
BAA16866.1	COG0227	439997	1.66e-26	49.206	RpmB	Ribosomal protein L28	J	Translation, ribosomal structure and biogenesis
BAA16867.1	COG5770	444480	0.000122	28.07	Ycf66	Uncharacterized cyanobacterial protein with Ycf66_N domain	C	Energy production and conversion
BAA16869.1	COG0155	439925	0.0	35.945	CysI	Sulfite reductase, beta subunit (hemoprotein)	P	Inorganic ion transport and metabolism
BAA16870.1	COG0672	440436	3.66e-63	34.539	FTR1	High-affinity Fe2+/Pb2+ permease	P	Inorganic ion transport and metabolism
BAA16871.1	COG0592	440357	2.28e-151	40.617	DnaN	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	L	Replication, recombination and repair
BAA16872.1	COG0159	439929	1.39e-139	56.87	TrpA	Tryptophan synthase alpha chain	E	Amino acid transport and metabolism
BAA16873.1	COG1357	440968	5.9e-25	43.697	DotG	Type IVB secretion/DNA transfer system protein DotG/IcmE, contains pentapeptide repeats	U	Intracellular trafficking, secretion, and vesicular transport
BAA16874.1	COG4828	443856	2.02e-36	40.87		Uncharacterized membrane protein, DUF1622 family	S	Function unknown
BAA16875.1	COG0436	440205	7.91e-141	37.179	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
BAA16876.1	COG3103	442337	0.000502	26.23	YgiM	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family	R	General function prediction only
BAA16877.1	COG0043	439813	0.0	48.967	UbiD	3-polyprenyl-4-hydroxybenzoate decarboxylase	H	Coenzyme transport and metabolism
BAA16878.1	COG1010	440634	1.31e-148	54.618	CobJ	Precorrin-3B methylase	H	Coenzyme transport and metabolism
BAA16880.1	COG2876	442123	0.0	62.718	AroGA	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	E	Amino acid transport and metabolism
BAA16881.1	COG5778	444488	1.33e-75	53.797	Pam68	Photosystem II assembly factor PAM68, DUF3464 (PF11947) domain	C	Energy production and conversion
BAA16882.1	COG0184	439954	4.28e-43	56.18	RpsO	Ribosomal protein S15P/S13E	J	Translation, ribosomal structure and biogenesis
BAA16883.1	COG0701	440465	1.58e-63	30.383	YraQ	Arsenite and antimonite resistance protein ArsP/YraQ, UPF0718 family	P	Inorganic ion transport and metabolism
BAA16884.1	COG4783	443813	2.04e-06	32.308	BepA	Periplasmic chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	M	Cell wall/membrane/envelope biogenesis
BAA16886.1	COG5684	444398	4.71e-107	63.975	ApcA	Allophycocyanin alpha chain	C	Energy production and conversion
BAA16887.1	COG0192	439962	0.0	64.16	MetK	S-adenosylmethionine synthetase	H	Coenzyme transport and metabolism
BAA16888.1	COG0042	439812	4.48e-145	41.424	DusA	tRNA-dihydrouridine synthase	J	Translation, ribosomal structure and biogenesis
BAA16889.1	COG4636	443674	4.16e-49	32.447	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16890.1	COG0290	440059	3.94e-90	57.558	InfC	Translation initiation factor IF-3	J	Translation, ribosomal structure and biogenesis
BAA16891.1	COG4735	443769	8.99e-70	42.326	YaaW	Uncharacterized conserved protein YaaW, UPF0174 family	S	Function unknown
BAA16892.1	COG2389	441954	2.84e-64	49.73		Uncharacterized metal-binding protein, DUF2227 family	S	Function unknown
BAA16893.1	COG3206	442439	4.7e-66	24.576	GumC	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	M	Cell wall/membrane/envelope biogenesis
BAA16895.1	COG4636	443674	9.85e-16	25.532	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16896.1	COG1682	441288	8.27e-72	41.86	TagG	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	G	Carbohydrate transport and metabolism
BAA16899.1	COG4636	443674	6.74e-43	28.947	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16900.1	COG1134	440749	2.14e-148	53.64	TagH	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	G	Carbohydrate transport and metabolism
BAA16901.1	COG1208	440821	3.91e-93	34.363	GCD1	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	J	Translation, ribosomal structure and biogenesis
BAA16902.1	COG0451	440220	8.64e-68	30.53	WcaG	Nucleoside-diphosphate-sugar epimerase	M	Cell wall/membrane/envelope biogenesis
BAA16903.1	COG1898	441502	1.39e-90	46.821	RfbC	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	M	Cell wall/membrane/envelope biogenesis
BAA16904.1	COG2227	441829	1.15e-15	25.0	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	Coenzyme transport and metabolism
BAA16906.1	COG4636	443674	1.57e-18	25.0	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16907.1	COG4636	443674	5.01e-15	25.434	Uma2	Endonuclease, Uma2 family (restriction endonuclease fold)	R	General function prediction only
BAA16909.1	COG0399	440168	9.12e-155	40.541	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	M	Cell wall/membrane/envelope biogenesis
BAA16910.1	COG3919	443124	1.22e-25	23.352		Predicted ATP-dependent carboligase, ATP-grasp superfamily	R	General function prediction only
BAA16911.1	COG0451	440220	6.87e-43	26.403	WcaG	Nucleoside-diphosphate-sugar epimerase	M	Cell wall/membrane/envelope biogenesis
BAA16912.1	COG2227	441829	1.03e-24	33.981	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	Coenzyme transport and metabolism
BAA16913.1	COG3510	442733	7.53e-165	67.213	CmcI	Rhamnose/hydroxycephalosporin O-methyltransferase, CmcI/Rv2959c family	M	Cell wall/membrane/envelope biogenesis
